Pos,No,Driver,Car,Time
1,6,Juan Pablo MontoyaMOY,Williams BMW,1:12.836
2,1,Michael SchumacherMSC,Ferrari,1:13.018
3,2,Rubens BarrichelloBAR,Ferrari,1:13.280
4,5,Ralf SchumacherRSC,Williams BMW,1:13.301
5,4,Kimi RäikkönenRAI,McLaren Mercedes,1:13.898
6,9,Giancarlo FisichellaFIS,Jordan Honda,1:14.132
7,7,Nick HeidfeldHEI,Sauber Petronas,1:14.139
8,3,David CoulthardCOU,McLaren Mercedes,1:14.385
9,11,Jacques VilleneuveVIL,BAR Honda,1:14.564
10,14,Jarno TrulliTRU,Renault,1:14.688
11,12,Olivier PanisPAN,BAR Honda,1:14.713
12,8,Felipe MassaMAS,Sauber Petronas,1:14.823
13,15,Jenson ButtonBUT,Renault,1:14.854
14,16,Eddie IrvineIRV,Jaguar Cosworth,1:14.882
15,10,Takuma SatoSAT,Jordan Honda,1:14.940
16,17,Pedro de la RosaDLR,Jaguar Cosworth,1:15.089
17,21,Enrique BernoldiBER,Arrows Cosworth,1:15.102
18,24,Mika SaloSAL,Toyota,1:15.111
19,20,Heinz-Harald FrentzenFRE,Arrows Cosworth,1:15.115
20,25,Allan McNishMCN,Toyota,1:15.321
21,23,Mark WebberWEB,Minardi Asiatech,1:15.508
22,22,Alex YoongYOO,Minardi Asiatech,1:17.347
