Pos,No,Driver,Car,Time
1,1,Michael SchumacherMSC,Ferrari,1:14.389
2,5,Ralf SchumacherRSC,Williams BMW,1:14.570
3,2,Rubens BarrichelloBAR,Ferrari,1:14.693
4,6,Juan Pablo MontoyaMOY,Williams BMW,1:15.108
5,4,Kimi RäikkönenRAI,McLaren Mercedes,1:15.639
6,9,Giancarlo FisichellaFIS,Jordan Honda,1:15.690
7,12,Olivier PanisPAN,BAR Honda,1:15.851
8,14,Jarno TrulliTRU,Renault,1:15.885
9,3,David CoulthardCOU,McLaren Mercedes,1:15.909
10,7,Nick HeidfeldHEI,Sauber Petronas,1:15.990
11,11,Jacques VilleneuveVIL,BAR Honda,1:16.070
12,10,Takuma SatoSAT,Jordan Honda,1:16.072
13,15,Jenson ButtonBUT,Renault,1:16.278
14,8,Felipe MassaMAS,Sauber Petronas,1:16.351
15,20,Heinz-Harald FrentzenFRE,Arrows Cosworth,1:16.505
16,16,Eddie IrvineIRV,Jaguar Cosworth,1:16.533
17,25,Allan McNishMCN,Toyota,1:16.594
18,21,Enrique BernoldiBER,Arrows Cosworth,1:16.645
19,24,Mika SaloSAL,Toyota,1:16.685
20,17,Pedro de la RosaDLR,Jaguar Cosworth,1:17.077
21,23,Mark WebberWEB,Minardi Asiatech,1:17.996
