Pos,No,Driver,Car,Time
1,1,Michael SchumacherMSC,Ferrari,1:32.484
2,6,Juan Pablo MontoyaMOY,Williams BMW,1:33.184
3,5,Ralf SchumacherRSC,Williams BMW,1:33.297
4,2,Rubens BarrichelloBAR,Ferrari,1:33.323
5,3,Mika HakkinenHAK,McLaren Mercedes,1:33.662
6,7,Giancarlo FisichellaFIS,Benetton Renault,1:33.830
7,4,David CoulthardCOU,McLaren Mercedes,1:33.916
8,11,Jarno TrulliTRU,Jordan Honda,1:34.002
9,8,Jenson ButtonBUT,Benetton Renault,1:34.375
10,16,Nick HeidfeldHEI,Sauber Petronas,1:34.386
11,12,Jean AlesiALE,Jordan Honda,1:34.420
12,17,Kimi RäikkönenRAI,Sauber Petronas,1:34.581
13,18,Eddie IrvineIRV,Jaguar Cosworth,1:34.851
14,10,Jacques VilleneuveVIL,BAR Honda,1:35.109
15,22,Heinz-Harald FrentzenFRE,Prost Acer,1:35.132
16,19,Pedro de la RosaDLR,Jaguar Cosworth,1:35.639
17,9,Olivier PanisPAN,BAR Honda,1:35.766
18,21,Fernando AlonsoALO,Minardi European,1:36.410
19,23,Tomas EngeENG,Prost Acer,1:36.446
20,15,Enrique BernoldiBER,Arrows Asiatech,1:36.885
21,14,Jos VerstappenVER,Arrows Asiatech,1:36.973
22,20,Alex YoongYOO,Minardi European,1:38.246
