Pos,No,Driver,Car,Time
1,1,Michael SchumacherMSC,Ferrari,1:20.447
2,3,Mika HakkinenHAK,McLaren Mercedes,1:20.529
3,4,David CoulthardCOU,McLaren Mercedes,1:20.927
4,12,Jarno TrulliTRU,Jordan Honda,1:20.930
5,11,Heinz-Harald FrentzenFRE,Jordan Honda,1:21.217
6,2,Rubens BarrichelloBAR,Ferrari,1:21.715
7,17,Kimi RäikkönenRAI,Sauber Petronas,1:22.023
8,6,Juan Pablo MontoyaMOY,Williams BMW,1:22.219
9,16,Nick HeidfeldHEI,Sauber Petronas,1:22.223
10,5,Ralf SchumacherRSC,Williams BMW,1:22.283
11,9,Olivier PanisPAN,BAR Honda,1:22.316
12,10,Jacques VilleneuveVIL,BAR Honda,1:22.916
13,19,Pedro de la RosaDLR,Jaguar Cosworth,1:23.273
14,22,Jean AlesiALE,Prost Acer,1:23.392
15,18,Eddie IrvineIRV,Jaguar Cosworth,1:23.439
16,23,Luciano BurtiBUR,Prost Acer,1:23.735
17,14,Jos VerstappenVER,Arrows Asiatech,1:24.067
18,8,Jenson ButtonBUT,Benetton Renault,1:24.123
19,7,Giancarlo FisichellaFIS,Benetton Renault,1:24.275
20,15,Enrique BernoldiBER,Arrows Asiatech,1:24.606
21,21,Fernando AlonsoALO,Minardi European,1:24.792
