Pos,No,Driver,Car,Time
1,4,David CoulthardCOU,McLaren Mercedes,1:17.430
2,1,Michael SchumacherMSC,Ferrari,1:17.631
3,3,Mika HakkinenHAK,McLaren Mercedes,1:17.749
4,2,Rubens BarrichelloBAR,Ferrari,1:17.856
5,5,Ralf SchumacherRSC,Williams BMW,1:18.029
6,18,Eddie IrvineIRV,Jaguar Cosworth,1:18.432
7,6,Juan Pablo MontoyaMOY,Williams BMW,1:18.751
8,12,Jarno TrulliTRU,Jordan Honda,1:18.921
9,10,Jacques VilleneuveVIL,BAR Honda,1:19.086
10,7,Giancarlo FisichellaFIS,Benetton Renault,1:19.220
11,22,Jean AlesiALE,Prost Acer,1:19.245
12,9,Olivier PanisPAN,BAR Honda,1:19.294
13,11,Heinz-Harald FrentzenFRE,Jordan Honda,1:19.316
14,19,Pedro de la RosaDLR,Jaguar Cosworth,1:20.033
15,17,Kimi RäikkönenRAI,Sauber Petronas,1:20.081
16,16,Nick HeidfeldHEI,Sauber Petronas,1:20.261
17,8,Jenson ButtonBUT,Benetton Renault,1:20.342
18,21,Fernando AlonsoALO,Minardi European,1:20.788
19,14,Jos VerstappenVER,Arrows Asiatech,1:20.823
20,15,Enrique BernoldiBER,Arrows Asiatech,1:21.336
21,23,Luciano BurtiBUR,Prost Acer,1:21.771
22,20,Tarso MarquesMAR,Minardi European,1:22.201
