Pos,No,Driver,Car,Time
1,1,Michael SchumacherMSC,Ferrari,1:11.708
2,5,Ralf SchumacherRSC,Williams BMW,1:11.986
3,6,Juan Pablo MontoyaMOY,Williams BMW,1:12.252
4,3,Mika HakkinenHAK,McLaren Mercedes,1:12.309
5,2,Rubens BarrichelloBAR,Ferrari,1:12.327
6,16,Nick HeidfeldHEI,Sauber Petronas,1:12.434
7,4,David CoulthardCOU,McLaren Mercedes,1:12.500
8,11,Jarno TrulliTRU,Jordan Honda,1:12.605
9,12,Jean AlesiALE,Jordan Honda,1:12.607
10,8,Jenson ButtonBUT,Benetton Renault,1:12.805
11,17,Kimi RäikkönenRAI,Sauber Petronas,1:12.881
12,7,Giancarlo FisichellaFIS,Benetton Renault,1:12.942
13,9,Olivier PanisPAN,BAR Honda,1:13.122
14,18,Eddie IrvineIRV,Jaguar Cosworth,1:13.189
15,22,Heinz-Harald FrentzenFRE,Prost Acer,1:13.281
16,19,Pedro de la RosaDLR,Jaguar Cosworth,1:13.679
17,21,Fernando AlonsoALO,Minardi European,1:13.991
18,10,Jacques VilleneuveVIL,BAR Honda,1:14.012
19,15,Enrique BernoldiBER,Arrows Asiatech,1:14.129
20,14,Jos VerstappenVER,Arrows Asiatech,1:14.138
21,23,Tomas EngeENG,Prost Acer,1:14.185
22,20,Alex YoongYOO,Minardi European,1:15.247
