Pos,No,Driver,Car,Time
1,5,Ralf SchumacherRSC,Williams BMW,1:12.989
2,1,Michael SchumacherMSC,Ferrari,1:12.999
3,4,David CoulthardCOU,McLaren Mercedes,1:13.186
4,3,Mika HakkinenHAK,McLaren Mercedes,1:13.268
5,12,Jarno TrulliTRU,Jordan Honda,1:13.310
6,6,Juan Pablo MontoyaMOY,Williams BMW,1:13.625
7,11,Heinz-Harald FrentzenFRE,Jordan Honda,1:13.815
8,2,Rubens BarrichelloBAR,Ferrari,1:13.867
9,16,Nick HeidfeldHEI,Sauber Petronas,1:14.095
10,10,Jacques VilleneuveVIL,BAR Honda,1:14.096
11,9,Olivier PanisPAN,BAR Honda,1:14.181
12,18,Eddie IrvineIRV,Jaguar Cosworth,1:14.441
13,17,Kimi RäikkönenRAI,Sauber Petronas,1:14.536
14,19,Pedro de la RosaDLR,Jaguar Cosworth,1:15.020
15,23,Luciano BurtiBUR,Prost Acer,1:15.072
16,7,Giancarlo FisichellaFIS,Benetton Renault,1:15.220
17,8,Jenson ButtonBUT,Benetton Renault,1:15.420
18,14,Jos VerstappenVER,Arrows Asiatech,1:15.707
19,22,Jean AlesiALE,Prost Acer,1:15.774
20,15,Enrique BernoldiBER,Arrows Asiatech,1:15.828
21,21,Fernando AlonsoALO,Minardi European,1:16.039
22,20,Tarso MarquesMAR,Minardi European,1:16.500
