Pos,No,Driver,Car,Time
1,1,Michael SchumacherMSC,Ferrari,1:14.059
2,4,David CoulthardCOU,McLaren Mercedes,1:14.860
3,2,Rubens BarrichelloBAR,Ferrari,1:14.953
4,5,Ralf SchumacherRSC,Williams BMW,1:15.095
5,11,Jarno TrulliTRU,Jordan Honda,1:15.394
6,3,Mika HakkinenHAK,McLaren Mercedes,1:15.411
7,16,Nick HeidfeldHEI,Sauber Petronas,1:15.739
8,6,Juan Pablo MontoyaMOY,Williams BMW,1:15.881
9,17,Kimi RäikkönenRAI,Sauber Petronas,1:15.906
10,10,Jacques VilleneuveVIL,BAR Honda,1:16.212
11,9,Olivier PanisPAN,BAR Honda,1:16.382
12,12,Jean AlesiALE,Jordan Honda,1:16.471
13,19,Pedro de la RosaDLR,Jaguar Cosworth,1:16.543
14,18,Eddie IrvineIRV,Jaguar Cosworth,1:16.607
15,7,Giancarlo FisichellaFIS,Benetton Renault,1:16.632
16,22,Heinz-Harald FrentzenFRE,Prost Acer,1:17.196
17,8,Jenson ButtonBUT,Benetton Renault,1:17.535
18,21,Fernando AlonsoALO,Minardi European,1:17.624
19,23,Luciano BurtiBUR,Prost Acer,1:18.238
20,15,Enrique BernoldiBER,Arrows Asiatech,1:18.258
21,14,Jos VerstappenVER,Arrows Asiatech,1:18.389
22,20,Tarso MarquesMAR,Minardi European,1:19.139
