Pos,No,Driver,Car,Time
1,1,Michael SchumacherMSC,Ferrari,1:13.780
2,5,Ralf SchumacherRSC,Williams BMW,1:14.090
3,3,Mika HakkinenHAK,McLaren Mercedes,1:14.122
4,6,Juan Pablo MontoyaMOY,Williams BMW,1:14.165
5,4,David CoulthardCOU,McLaren Mercedes,1:14.178
6,2,Rubens BarrichelloBAR,Ferrari,1:14.191
7,12,Jarno TrulliTRU,Jordan Honda,1:14.630
8,11,Heinz-Harald FrentzenFRE,Jordan Honda,1:14.633
9,16,Nick HeidfeldHEI,Sauber Petronas,1:14.810
10,17,Kimi RäikkönenRAI,Sauber Petronas,1:14.924
11,9,Olivier PanisPAN,BAR Honda,1:15.046
12,10,Jacques VilleneuveVIL,BAR Honda,1:15.182
13,18,Eddie IrvineIRV,Jaguar Cosworth,1:15.192
14,19,Luciano BurtiBUR,Jaguar Cosworth,1:15.371
15,22,Jean AlesiALE,Prost Acer,1:15.437
16,15,Enrique BernoldiBER,Arrows Asiatech,1:15.657
17,14,Jos VerstappenVER,Arrows Asiatech,1:15.704
18,7,Giancarlo FisichellaFIS,Benetton Renault,1:16.175
19,21,Fernando AlonsoALO,Minardi European,1:16.184
20,8,Jenson ButtonBUT,Benetton Renault,1:16.229
21,23,Gaston MazzacaneMAZ,Prost Acer,1:16.520
22,20,Tarso MarquesMAR,Minardi European,1:16.784
