Pos,No,Driver,Car,Time
1,4,David CoulthardCOU,McLaren Mercedes,1:23.054
2,3,Mika HakkinenHAK,McLaren Mercedes,1:23.282
3,5,Ralf SchumacherRSC,Williams BMW,1:23.357
4,1,Michael SchumacherMSC,Ferrari,1:23.593
5,12,Jarno TrulliTRU,Jordan Honda,1:23.658
6,2,Rubens BarrichelloBAR,Ferrari,1:23.786
7,6,Juan Pablo MontoyaMOY,Williams BMW,1:24.141
8,9,Olivier PanisPAN,BAR Honda,1:24.213
9,11,Heinz-Harald FrentzenFRE,Jordan Honda,1:24.436
10,17,Kimi RäikkönenRAI,Sauber Petronas,1:24.671
11,10,Jacques VilleneuveVIL,BAR Honda,1:24.769
12,16,Nick HeidfeldHEI,Sauber Petronas,1:25.007
13,18,Eddie IrvineIRV,Jaguar Cosworth,1:25.392
14,22,Jean AlesiALE,Prost Acer,1:25.411
15,19,Luciano BurtiBUR,Jaguar Cosworth,1:25.572
16,15,Enrique BernoldiBER,Arrows Asiatech,1:25.872
17,14,Jos VerstappenVER,Arrows Asiatech,1:26.062
18,21,Fernando AlonsoALO,Minardi European,1:26.855
19,7,Giancarlo FisichellaFIS,Benetton Renault,1:26.902
20,23,Gaston MazzacaneMAZ,Prost Acer,1:27.750
21,8,Jenson ButtonBUT,Benetton Renault,1:27.758
22,20,Tarso MarquesMAR,Minardi European,1:28.281
