Pos,No,Driver,Car,Lap,Time
1,5,Nigel MansellMAN,Williams Renault,35,1:20.436
2,27,Alain ProstPRO,Ferrari,64,1:20.635
3,1,Ayrton SennaSEN,McLaren Honda,36,1:20.841
4,28,Jean AlesiALE,Ferrari,66,1:20.991
5,2,Gerhard BergerBER,McLaren Honda,66,1:21.125
6,20,Nelson PiquetPIQ,Benetton Ford,66,1:21.280
7,6,Riccardo PatresePAT,Williams Renault,45,1:21.330
8,19,Roberto MorenoMOR,Benetton Ford,63,1:22.473
9,11,Mika HakkinenHAK,Lotus Judd,33,1:22.613
10,23,Pierluigi MartiniMAR,Minardi Ferrari,37,1:22.887
11,32,Bertrand GachotGAC,Jordan Ford,11,1:23.051
12,33,Andrea de CesarisDEC,Jordan Ford,17,1:23.144
13,24,Gianni MorbidelliMOR,Minardi Ferrari,44,1:23.161
14,29,Eric BernardBER,Lola Ford,32,1:23.270
15,4,Stefano ModenaMOD,Tyrrell Honda,11,1:23.424
16,16,Ivan CapelliCAP,Leyton House Ilmor,6,1:23.580
17,26,Erik ComasCOM,Ligier Lamborghini,33,1:23.587
18,15,Mauricio GugelminGUG,Leyton House Ilmor,4,1:23.669
19,21,Emanuele PirroPIR,Dallara Judd,62,1:23.808
20,25,Thierry BoutsenBOU,Ligier Lamborghini,32,1:23.873
21,22,Jyrki JarvilehtoJAR,Dallara Judd,14,1:24.420
22,3,Satoru NakajimaNAK,Tyrrell Honda,6,1:25.053
23,7,Martin BrundleBRU,Brabham Yamaha,44,1:25.319
24,8,Mark BlundellBLU,Brabham Yamaha,7,1:26.224
