Pos,No,Driver,Car,Lap,Time
1,6,Riccardo PatresePAT,Williams Renault,35,1:43.569
2,5,Nigel MansellMAN,Williams Renault,34,1:43.745
3,2,Gerhard BergerBER,McLaren Honda,43,1:43.970
4,27,Alain ProstPRO,Ferrari,35,1:44.059
5,1,Ayrton SennaSEN,McLaren Honda,43,1:44.213
6,28,Jean AlesiALE,Ferrari,35,1:44.395
7,32,Bertrand GachotGAC,Jordan Ford,39,1:44.991
8,33,Andrea de CesarisDEC,Jordan Ford,25,1:45.403
9,16,Ivan CapelliCAP,Leyton House Ilmor,31,1:46.067
10,4,Stefano ModenaMOD,Tyrrell Honda,41,1:46.264
11,19,Roberto MorenoMOR,Benetton Ford,32,1:46.387
12,7,Martin BrundleBRU,Brabham Yamaha,41,1:46.549
13,20,Nelson PiquetPIQ,Benetton Ford,20,1:46.680
14,8,Mark BlundellBLU,Brabham Yamaha,42,1:46.964
15,21,Emanuele PirroPIR,Dallara Judd,35,1:47.032
16,22,Jyrki JarvilehtoJAR,Dallara Judd,34,1:47.097
17,25,Thierry BoutsenBOU,Ligier Lamborghini,23,1:47.266
18,26,Erik ComasCOM,Ligier Lamborghini,20,1:47.516
19,23,Pierluigi MartiniMAR,Minardi Ferrari,11,1:48.431
20,3,Satoru NakajimaNAK,Tyrrell Honda,19,1:49.125
21,15,Mauricio GugelminGUG,Leyton House Ilmor,20,1:49.307
22,24,Gianni MorbidelliMOR,Minardi Ferrari,13,1:49.359
23,30,Aguri SuzukiSUZ,Lola Ford,11,1:49.723
24,11,Mika HakkinenHAK,Lotus Judd,17,1:49.790
25,29,Eric BernardBER,Lola Ford,4,1:50.573
