Pos,No,Driver,Car,Lap,Time
1,5,Nigel MansellMAN,Williams Renault,36,1:18.179
2,6,Riccardo PatresePAT,Williams Renault,38,1:18.350
3,2,Gerhard BergerBER,McLaren Honda,36,1:18.856
4,1,Ayrton SennaSEN,McLaren Honda,50,1:18.929
5,20,Nelson PiquetPIQ,Benetton Ford,45,1:19.073
6,19,Michael SchumacherMSC,Benetton Ford,68,1:19.206
7,33,Andrea de CesarisDEC,Jordan Ford,48,1:19.210
8,28,Jean AlesiALE,Ferrari,55,1:19.418
9,16,Ivan CapelliCAP,Leyton House Ilmor,45,1:19.519
10,27,Alain ProstPRO,Ferrari,33,1:19.531
11,23,Pierluigi MartiniMAR,Minardi Ferrari,57,1:19.581
12,15,Mauricio GugelminGUG,Leyton House Ilmor,65,1:19.757
13,9,Michele AlboretoALB,Footwork Porsche,60,1:20.082
14,32,Roberto MorenoMOR,Jordan Ford,57,1:20.096
15,4,Stefano ModenaMOD,Tyrrell Honda,30,1:20.342
16,24,Gianni MorbidelliMOR,Minardi Ferrari,56,1:20.357
17,11,Mika HakkinenHAK,Lotus Judd,35,1:20.445
18,7,Martin BrundleBRU,Brabham Yamaha,27,1:20.480
19,25,Thierry BoutsenBOU,Ligier Lamborghini,38,1:20.700
20,26,Erik ComasCOM,Ligier Lamborghini,43,1:20.781
21,30,Aguri SuzukiSUZ,Lola Ford,33,1:21.586
22,3,Satoru NakajimaNAK,Tyrrell Honda,41,1:21.966
23,22,Jyrki JarvilehtoJAR,Dallara Judd,13,1:22.165
24,21,Emanuele PirroPIR,Dallara Judd,11,1:22.592
25,8,Mark BlundellBLU,Brabham Yamaha,12,1:22.801
26,12,Johnny HerbertHER,Lotus Judd,1,1:39.804
