Pos,No,Driver,Car,Lap,Time,Avg speed
1,1,Michael SchumacherMSC,Ferrari,26,1:32.226,200.871
2,2,Rubens BarrichelloBAR,Ferrari,44,1:32.785,199.661
3,4,Kimi RäikkönenRAI,McLaren Mercedes,59,1:33.159,198.860
4,15,Jenson ButtonBUT,Renault,47,1:33.676,197.762
5,5,Ralf SchumacherRSC,Williams BMW,49,1:33.856,197.383
6,7,Nick HeidfeldHEI,Sauber Petronas,56,1:34.224,196.612
7,14,Jarno TrulliTRU,Renault,57,1:34.246,196.566
8,20,Heinz-Harald FrentzenFRE,Arrows Cosworth,47,1:34.503,196.031
9,3,David CoulthardCOU,McLaren Mercedes,21,1:34.583,195.866
10,12,Olivier PanisPAN,BAR Honda,58,1:34.609,195.812
11,6,Juan Pablo MontoyaMOY,Williams BMW,21,1:34.635,195.758
12,8,Felipe MassaMAS,Sauber Petronas,57,1:34.683,195.659
13,11,Jacques VilleneuveVIL,BAR Honda,56,1:34.809,195.399
14,10,Takuma SatoSAT,Jordan Honda,57,1:35.029,194.946
15,24,Mika SaloSAL,Toyota,39,1:35.267,194.459
16,21,Enrique BernoldiBER,Arrows Cosworth,48,1:35.391,194.207
17,25,Allan McNishMCN,Toyota,58,1:35.503,193.979
18,17,Pedro de la RosaDLR,Jaguar Cosworth,52,1:35.644,193.693
19,23,Mark WebberWEB,Minardi Asiatech,37,1:35.880,193.216
20,16,Eddie IrvineIRV,Jaguar Cosworth,19,1:36.662,191.653
21,22,Alex YoongYOO,Minardi Asiatech,21,1:36.932,191.119
22,9,Giancarlo FisichellaFIS,Jordan Honda,3,1:37.011,190.963
