Pos,No,Driver,Car,Lap,Time,Avg speed
1,6,Juan Pablo MontoyaMOY,Williams BMW,38,1:38.049,203.518
2,5,Ralf SchumacherRSC,Williams BMW,29,1:38.369,202.856
3,1,Michael SchumacherMSC,Ferrari,53,1:38.754,202.065
4,2,Rubens BarrichelloBAR,Ferrari,20,1:38.931,201.704
5,24,Mika SaloSAL,Toyota,47,1:39.649,200.250
6,4,Kimi RäikkönenRAI,McLaren Mercedes,21,1:39.800,199.947
7,15,Jenson ButtonBUT,Renault,28,1:40.011,199.526
8,20,Heinz-Harald FrentzenFRE,Arrows Cosworth,54,1:40.267,199.016
9,7,Nick HeidfeldHEI,Sauber Petronas,18,1:40.575,198.407
10,17,Pedro de la RosaDLR,Jaguar Cosworth,52,1:40.675,198.210
11,10,Takuma SatoSAT,Jordan Honda,51,1:41.181,197.218
12,25,Allan McNishMCN,Toyota,38,1:41.321,196.946
13,8,Felipe MassaMAS,Sauber Petronas,25,1:41.324,196.940
14,9,Giancarlo FisichellaFIS,Jordan Honda,49,1:41.410,196.773
15,3,David CoulthardCOU,McLaren Mercedes,10,1:41.455,196.686
16,21,Enrique BernoldiBER,Arrows Cosworth,19,1:41.891,195.844
17,16,Eddie IrvineIRV,Jaguar Cosworth,20,1:42.323,195.017
18,11,Jacques VilleneuveVIL,BAR Honda,45,1:42.373,194.922
19,23,Mark WebberWEB,Minardi Asiatech,20,1:43.125,193.501
20,22,Alex YoongYOO,Minardi Asiatech,18,1:43.190,193.379
21,12,Olivier PanisPAN,BAR Honda,9,1:43.567,192.675
22,14,Jarno TrulliTRU,Renault,6,1:43.702,192.424
