Pos,No,Driver,Car,Lap,Time,Avg speed
1,2,Rubens BarrichelloBAR,Ferrari,58,1:23.083,222.760
2,1,Michael SchumacherMSC,Ferrari,52,1:23.826,220.785
3,5,Ralf SchumacherRSC,Williams BMW,58,1:24.586,218.802
4,11,Jacques VilleneuveVIL,BAR Honda,56,1:24.949,217.867
5,7,Nick HeidfeldHEI,Sauber Petronas,57,1:24.996,217.746
6,8,Felipe MassaMAS,Sauber Petronas,57,1:25.058,217.587
7,12,Olivier PanisPAN,BAR Honda,58,1:25.063,217.575
8,9,Giancarlo FisichellaFIS,Jordan Honda,58,1:25.104,217.470
9,4,Kimi RäikkönenRAI,McLaren Mercedes,5,1:25.409,216.693
10,6,Juan Pablo MontoyaMOY,Williams BMW,50,1:25.469,216.541
11,3,David CoulthardCOU,McLaren Mercedes,56,1:25.492,216.483
12,17,Pedro de la RosaDLR,Jaguar Cosworth,57,1:25.540,216.361
13,10,Takuma SatoSAT,Jordan Honda,46,1:25.804,215.696
14,15,Jenson ButtonBUT,Renault,5,1:26.074,215.019
15,14,Jarno TrulliTRU,Renault,5,1:26.519,213.913
16,24,Mika SaloSAL,Toyota,4,1:26.723,213.410
17,21,Enrique BernoldiBER,Arrows Cosworth,5,1:27.328,211.932
18,16,Eddie IrvineIRV,Jaguar Cosworth,5,1:27.781,210.838
19,20,Heinz-Harald FrentzenFRE,Arrows Cosworth,6,1:28.111,210.048
20,23,Mark WebberWEB,Minardi Asiatech,7,1:28.321,209.549
