Pos,No,Driver,Car,Lap,Time,Avg speed
1,2,Rubens BarrichelloBAR,Ferrari,38,1:24.170,210.987
2,1,Michael SchumacherMSC,Ferrari,45,1:24.281,210.709
3,5,Ralf SchumacherRSC,Williams BMW,62,1:24.718,209.622
4,6,Juan Pablo MontoyaMOY,Williams BMW,31,1:25.040,208.828
5,7,Nick HeidfeldHEI,Sauber Petronas,61,1:25.301,208.189
6,4,Kimi RäikkönenRAI,McLaren Mercedes,38,1:25.483,207.746
7,15,Jenson ButtonBUT,Renault,43,1:25.761,207.073
8,3,David CoulthardCOU,McLaren Mercedes,48,1:25.896,206.747
9,11,Jacques VilleneuveVIL,BAR Honda,46,1:25.959,206.596
10,12,Olivier PanisPAN,BAR Honda,25,1:26.189,206.044
11,8,Felipe MassaMAS,Sauber Petronas,34,1:26.279,205.829
12,14,Jarno TrulliTRU,Renault,30,1:26.354,205.651
13,20,Heinz-Harald FrentzenFRE,Arrows Cosworth,25,1:26.537,205.216
14,21,Enrique BernoldiBER,Arrows Cosworth,20,1:26.783,204.634
15,17,Pedro de la RosaDLR,Jaguar Cosworth,30,1:27.104,203.880
16,16,Eddie IrvineIRV,Jaguar Cosworth,29,1:27.461,203.048
17,23,Mark WebberWEB,Minardi Asiatech,24,1:27.914,202.001
18,24,Mika SaloSAL,Toyota,17,1:28.460,200.755
19,9,Giancarlo FisichellaFIS,Jordan Honda,12,1:28.741,200.119
20,10,Takuma SatoSAT,Jordan Honda,4,1:30.158,196.974
