Pos,No,Driver,Car,Lap,Time,Avg speed
1,2,Rubens BarrichelloBAR,Ferrari,15,1:23.657,249.289
2,1,Michael SchumacherMSC,Ferrari,25,1:24.242,247.558
3,3,David CoulthardCOU,McLaren Mercedes,52,1:24.962,245.460
4,6,Juan Pablo MontoyaMOY,Williams BMW,25,1:25.094,245.079
5,9,Giancarlo FisichellaFIS,Jordan Honda,53,1:25.215,244.731
6,4,Kimi RäikkönenRAI,McLaren Mercedes,29,1:25.219,244.720
7,12,Olivier PanisPAN,BAR Honda,15,1:25.335,244.387
8,14,Jarno TrulliTRU,Renault,48,1:25.368,244.292
9,10,Takuma SatoSAT,Jordan Honda,52,1:25.392,244.224
10,16,Eddie IrvineIRV,Jaguar Cosworth,48,1:25.579,243.690
11,5,Ralf SchumacherRSC,Williams BMW,3,1:25.717,243.298
12,15,Jenson ButtonBUT,Renault,49,1:25.849,242.924
13,7,Nick HeidfeldHEI,Sauber Petronas,44,1:25.867,242.873
14,11,Jacques VilleneuveVIL,BAR Honda,46,1:25.883,242.828
15,24,Mika SaloSAL,Toyota,45,1:25.971,242.579
16,23,Mark WebberWEB,Minardi Asiatech,19,1:27.104,239.424
17,25,Allan McNishMCN,Toyota,6,1:27.230,239.078
18,22,Alex YoongYOO,Minardi Asiatech,42,1:27.401,238.610
19,17,Pedro de la RosaDLR,Jaguar Cosworth,15,1:27.600,238.068
20,8,Felipe MassaMAS,Sauber Petronas,12,1:27.770,237.607
