Pos,No,Driver,Car,Lap,Time,Avg speed
1,6,Juan Pablo MontoyaMOY,Williams BMW,60,1:16.079,203.898
2,5,Ralf SchumacherRSC,Williams BMW,55,1:16.224,203.510
3,1,Michael SchumacherMSC,Ferrari,38,1:16.235,203.481
4,15,Jenson ButtonBUT,Renault,70,1:16.396,203.052
5,2,Rubens BarrichelloBAR,Ferrari,16,1:16.511,202.747
6,4,Kimi RäikkönenRAI,McLaren Mercedes,54,1:16.529,202.699
7,3,David CoulthardCOU,McLaren Mercedes,71,1:16.670,202.326
8,14,Jarno TrulliTRU,Renault,45,1:17.063,201.295
9,11,Jacques VilleneuveVIL,BAR Honda,26,1:17.131,201.117
10,10,Takuma SatoSAT,Jordan Honda,51,1:17.320,200.625
11,24,Mika SaloSAL,Toyota,37,1:17.398,200.423
12,9,Giancarlo FisichellaFIS,Jordan Honda,3,1:17.511,200.131
13,20,Heinz-Harald FrentzenFRE,Arrows Cosworth,14,1:17.568,199.984
14,16,Eddie IrvineIRV,Jaguar Cosworth,60,1:17.569,199.981
15,17,Pedro de la RosaDLR,Jaguar Cosworth,70,1:17.575,199.966
16,7,Nick HeidfeldHEI,Sauber Petronas,59,1:17.782,199.434
17,25,Allan McNishMCN,Toyota,26,1:17.868,199.214
18,23,Mark WebberWEB,Minardi Asiatech,62,1:18.386,197.897
19,12,Olivier PanisPAN,BAR Honda,23,1:18.705,197.095
20,21,Enrique BernoldiBER,Arrows Cosworth,14,1:18.814,196.822
21,22,Alex YoongYOO,Minardi Asiatech,54,1:18.837,196.765
22,8,Felipe MassaMAS,Sauber Petronas,11,1:19.188,195.893
