Pos,No,Driver,Car,Time,Gap,Laps
1,55,Carlos SainzSAI,STR Renault,1:49.434,,10
2,26,Daniil KvyatKVY,Red Bull Racing Renault,1:49.938,+0.504s,7
3,6,Nico RosbergROS,Mercedes,1:50.077,+0.643s,14
4,5,Sebastian VettelVET,Ferrari,1:50.519,+1.085s,12
5,44,Lewis HamiltonHAM,Mercedes,1:50.722,+1.288s,6
6,33,Max VerstappenVER,STR Renault,1:50.940,+1.506s,10
7,7,Kimi RäikkönenRAI,Ferrari,1:51.212,+1.778s,15
8,19,Felipe MassaMAS,Williams Mercedes,1:52.288,+2.854s,12
9,9,Marcus EricssonERI,Sauber Ferrari,1:53.820,+4.386s,12
10,77,Valtteri BottasBOT,Williams Mercedes,1:53.964,+4.530s,14
11,12,Felipe NasrNAS,Sauber Ferrari,1:54.013,+4.579s,9
12,22,Jenson ButtonBUT,McLaren Honda,1:55.678,+6.244s,6
13,3,Daniel RicciardoRIC,Red Bull Racing Renault,,,1
14,27,Nico HulkenbergHUL,Force India Mercedes,,,4
15,11,Sergio PerezPER,Force India Mercedes,,,3
16,14,Fernando AlonsoALO,McLaren Honda,,,5
17,13,Pastor MaldonadoMAL,Lotus Mercedes,,,1
18,30,Jolyon PalmerPAL,Lotus Mercedes,,,1
19,28,Will StevensSTE,Marussia Ferrari,,,3
20,53,Alexander RossiRSI,Marussia Ferrari,,,4
