Pos,No,Driver,Car,Time,Gap,Laps
1,6,Nico RosbergROS,Mercedes,1:29.557,,19
2,44,Lewis HamiltonHAM,Mercedes,1:29.586,+0.029s,19
3,77,Valtteri BottasBOT,Williams Mercedes,1:30.748,+1.191s,20
4,55,Carlos SainzSAI,STR Renault,1:31.014,+1.457s,32
5,5,Sebastian VettelVET,Ferrari,1:31.029,+1.472s,13
6,33,Max VerstappenVER,STR Renault,1:31.067,+1.510s,31
7,19,Felipe MassaMAS,Williams Mercedes,1:31.188,+1.631s,19
8,7,Kimi RäikkönenRAI,Ferrari,1:31.310,+1.753s,14
9,13,Pastor MaldonadoMAL,Lotus Mercedes,1:31.451,+1.894s,22
10,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:31.570,+2.013s,9
11,26,Daniil KvyatKVY,Red Bull Racing Renault,1:32.073,+2.516s,18
12,11,Sergio PerezPER,Force India Mercedes,1:32.247,+2.690s,22
13,27,Nico HulkenbergHUL,Force India Mercedes,1:32.261,+2.704s,19
14,22,Jenson ButtonBUT,McLaren Honda,1:34.542,+4.985s,6
15,20,Kevin MagnussenMAG,McLaren Honda,1:34.785,+5.228s,7
16,8,Romain GrosjeanGRO,Lotus Mercedes,2:17.782,+48.225s,5
