Pos,No,Driver,Car,Time,Gap,Laps
1,6,Nico RosbergROS,Mercedes,1:26.828,,28
2,44,Lewis HamiltonHAM,Mercedes,1:26.898,+0.070s,27
3,5,Sebastian VettelVET,Ferrari,1:27.806,+0.978s,21
4,7,Kimi RäikkönenRAI,Ferrari,1:27.832,+1.004s,16
5,55,Carlos SainzSAI,STR Renault,1:28.132,+1.304s,27
6,33,Max VerstappenVER,STR Renault,1:28.529,+1.701s,23
7,26,Daniil KvyatKVY,Red Bull Racing Renault,1:28.785,+1.957s,7
8,19,Felipe MassaMAS,Williams Mercedes,1:28.831,+2.003s,21
9,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:29.075,+2.247s,9
10,12,Felipe NasrNAS,Sauber Ferrari,1:29.140,+2.312s,14
11,27,Nico HulkenbergHUL,Force India Mercedes,1:29.409,+2.581s,20
12,36,Raffaele MarcielloMAR,Sauber Ferrari,1:29.630,+2.802s,15
13,30,Jolyon PalmerPAL,Lotus Mercedes,1:29.676,+2.848s,21
14,41,Susie WolffWOL,Williams Mercedes,1:29.708,+2.880s,22
15,14,Fernando AlonsoALO,McLaren Honda,1:29.813,+2.985s,22
16,22,Jenson ButtonBUT,McLaren Honda,1:29.817,+2.989s,22
17,11,Sergio PerezPER,Force India Mercedes,1:30.096,+3.268s,19
18,13,Pastor MaldonadoMAL,Lotus Mercedes,1:30.110,+3.282s,7
19,28,Will StevensSTE,Marussia Ferrari,1:32.471,+5.643s,22
20,98,Roberto MerhiMER,Marussia Ferrari,1:32.647,+5.819s,20
