Pos,No,Driver,Car,Time,Gap,Laps
1,6,Nico RosbergROS,Mercedes,1:40.124,,20
2,7,Kimi RäikkönenRAI,Ferrari,1:40.497,+0.373s,17
3,5,Sebastian VettelVET,Ferrari,1:40.985,+0.861s,13
4,8,Romain GrosjeanGRO,Lotus Mercedes,1:41.543,+1.419s,14
5,55,Carlos SainzSAI,STR Renault,1:41.596,+1.472s,26
6,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:41.787,+1.663s,15
7,33,Max VerstappenVER,STR Renault,1:41.803,+1.679s,23
8,77,Valtteri BottasBOT,Williams Mercedes,1:41.882,+1.758s,23
9,26,Daniil KvyatKVY,Red Bull Racing Renault,1:42.055,+1.931s,18
10,9,Marcus EricssonERI,Sauber Ferrari,1:42.064,+1.940s,16
11,19,Felipe MassaMAS,Williams Mercedes,1:42.103,+1.979s,23
12,13,Pastor MaldonadoMAL,Lotus Mercedes,1:42.567,+2.443s,19
13,36,Raffaele MarcielloMAR,Sauber Ferrari,1:42.621,+2.497s,13
14,14,Fernando AlonsoALO,McLaren Honda,1:42.885,+2.761s,20
15,27,Nico HulkenbergHUL,Force India Mercedes,1:42.893,+2.769s,13
16,11,Sergio PerezPER,Force India Mercedes,1:43.054,+2.930s,15
17,22,Jenson ButtonBUT,McLaren Honda,1:43.100,+2.976s,19
18,28,Will StevensSTE,Marussia Ferrari,1:46.686,+6.562s,8
19,98,Roberto MerhiMER,Marussia Ferrari,1:47.683,+7.559s,8
20,44,Lewis HamiltonHAM,Mercedes,,,4
