Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:16.212,,34
2,6,Nico RosbergROS,Mercedes,1:16.627,+0.415s,38
3,8,Romain GrosjeanGRO,Lotus Mercedes,1:17.721,+1.509s,35
4,27,Nico HulkenbergHUL,Force India Mercedes,1:17.871,+1.659s,34
5,5,Sebastian VettelVET,Ferrari,1:17.905,+1.693s,25
6,19,Felipe MassaMAS,Williams Mercedes,1:17.985,+1.773s,28
7,26,Daniil KvyatKVY,Red Bull Racing Renault,1:18.021,+1.809s,30
8,13,Pastor MaldonadoMAL,Lotus Mercedes,1:18.026,+1.814s,41
9,14,Fernando AlonsoALO,McLaren Honda,1:18.128,+1.916s,34
10,33,Max VerstappenVER,STR Renault,1:18.257,+2.045s,24
11,77,Valtteri BottasBOT,Williams Mercedes,1:18.325,+2.113s,40
12,7,Kimi RäikkönenRAI,Ferrari,1:18.439,+2.227s,26
13,11,Sergio PerezPER,Force India Mercedes,1:18.503,+2.291s,28
14,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:18.775,+2.563s,24
15,22,Jenson ButtonBUT,McLaren Honda,1:18.786,+2.574s,25
16,12,Felipe NasrNAS,Sauber Ferrari,1:18.948,+2.736s,30
17,55,Carlos SainzSAI,STR Renault,1:19.065,+2.853s,23
18,9,Marcus EricssonERI,Sauber Ferrari,1:19.165,+2.953s,32
19,98,Roberto MerhiMER,Marussia Ferrari,1:20.616,+4.404s,33
20,28,Will StevensSTE,Marussia Ferrari,1:20.624,+4.412s,27
