Pos,No,Driver,Car,Lap,Time of day,Time,Avg speed
1,5,Sebastian VettelVET,Ferrari,47,15:33:10,1:30.696,233.831
2,7,Kimi RäikkönenRAI,Ferrari,51,15:39:19,1:30.795,233.576
3,44,Lewis HamiltonHAM,Mercedes,52,15:40:49,1:31.245,232.424
4,77,Valtteri BottasBOT,Mercedes,43,15:27:01,1:31.377,232.089
5,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,46,15:31:43,1:31.589,231.551
6,33,Max VerstappenVER,Red Bull Racing TAG Heuer,42,15:25:32,1:32.007,230.499
7,27,Nico HulkenbergHUL,Renault,48,15:35:00,1:33.405,227.049
8,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,48,15:35:04,1:33.465,226.904
9,11,Sergio PerezPER,Force India Mercedes,48,15:35:04,1:33.472,226.887
10,14,Fernando AlonsoALO,McLaren Renault,52,15:41:18,1:33.482,226.862
11,2,Stoffel VandoorneVAN,McLaren Renault,48,15:35:05,1:33.551,226.695
12,20,Kevin MagnussenMAG,Haas Ferrari,48,15:35:02,1:33.604,226.567
13,31,Esteban OconOCO,Force India Mercedes,48,15:35:01,1:33.606,226.562
14,9,Marcus EricssonERI,Sauber Ferrari,26,14:55:17,1:33.675,226.395
15,18,Lance StrollSTR,Williams Mercedes,48,15:35:08,1:33.869,225.927
16,8,Romain GrosjeanGRO,Haas Ferrari,28,14:58:28,1:34.391,224.678
17,55,Carlos SainzSAI,Renault,25,14:53:35,1:34.602,224.177
18,35,Sergey SirotkinSIR,Williams Mercedes,52,15:41:35,1:34.620,224.134
19,16,Charles LeclercLEC,Sauber Ferrari,3,14:18:11,1:35.209,222.747
