Pos,No,Driver,Car,Lap,Time of day,Time,Avg speed
1,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,46,16:17:48,1:20.012,197.115
2,5,Sebastian VettelVET,Ferrari,70,16:50:30,1:20.056,197.007
3,7,Kimi RäikkönenRAI,Ferrari,55,16:30:08,1:20.292,196.428
4,44,Lewis HamiltonHAM,Mercedes,63,16:40:40,1:21.107,194.454
5,27,Nico HulkenbergHUL,Renault,69,16:51:15,1:21.261,194.085
6,20,Kevin MagnussenMAG,Haas Ferrari,60,16:37:53,1:21.302,193.987
7,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,64,16:43:14,1:21.685,193.078
8,77,Valtteri BottasBOT,Mercedes,39,16:07:41,1:21.736,192.957
9,14,Fernando AlonsoALO,McLaren Renault,68,16:49:32,1:22.090,192.125
10,8,Romain GrosjeanGRO,Haas Ferrari,58,16:35:50,1:22.606,190.925
11,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,62,16:41:28,1:22.612,190.911
12,18,Lance StrollSTR,Williams Mercedes,51,16:27:11,1:22.660,190.800
13,55,Carlos SainzSAI,Renault,58,16:35:48,1:22.774,190.538
14,31,Esteban OconOCO,Force India Mercedes,63,16:43:03,1:22.876,190.303
15,2,Stoffel VandoorneVAN,McLaren Renault,46,16:18:38,1:23.077,189.843
16,11,Sergio PerezPER,Force India Mercedes,56,16:33:25,1:23.263,189.419
17,9,Marcus EricssonERI,Sauber Ferrari,53,16:29:41,1:23.671,188.495
18,35,Sergey SirotkinSIR,Williams Mercedes,53,16:29:46,1:23.708,188.412
19,33,Max VerstappenVER,Red Bull Racing TAG Heuer,5,15:20:05,1:23.985,187.790
