Pos,No,Driver,Car,Time
1,16,Rene ArnouxARN,Renault,1:34.070
2,27,Alan  JonesJON,Williams Ford,1:34.280
3,15,Jean-Pierre JabouilleJAB,Renault,1:34.450
4,5,Niki LaudaLAU,Brabham Ford,1:35.510
5,12,Gilles VilleneuveVIL,Ferrari,1:35.700
6,28,Clay RegazzoniREG,Williams Ford,1:35.820
7,6,Nelson PiquetPIQ,Brabham Ford,1:35.850
8,26,Jacques LaffiteLAF,Ligier Ford,1:35.920
9,11,Jody ScheckterSCH,Ferrari,1:36.100
10,3,Didier PironiPIR,Tyrrell Ford,1:36.260
11,4,Derek DalyDAL,Tyrrell Ford,1:36.420
12,20,Keke RosbergROS,Wolf Ford,1:36.670
13,29,Riccardo PatresePAT,Arrows Ford,1:36.710
14,8,Patrick TambayTAM,McLaren Ford,1:36.720
15,1,Mario AndrettiAND,Lotus Ford,1:37.110
16,7,John WatsonWAT,McLaren Ford,1:37.160
17,2,Carlos ReutemannREU,Lotus Ford,1:37.320
18,9,Hans-Joachim StuckSTU,ATS Ford,1:37.930
19,14,Emerson FittipaldiFIT,Fittipaldi Ford,1:38.380
20,30,Jochen MassMAS,Arrows Ford,1:38.850
21,25,Jacky IckxICK,Ligier Ford,1:39.310
22,18,Elio de AngelisDEA,Shadow Ford,1:39.440
23,17,Jan LammersLAM,Shadow Ford,1:39.450
24,22,Patrick GaillardGAI,Ensign Ford,1:41.100
