Pos,No,Driver,Car,Time
1,27,Alan  JonesJON,Williams Ford,1:29.892
2,12,Gilles VilleneuveVIL,Ferrari,1:30.554
3,28,Clay RegazzoniREG,Williams Ford,1:30.768
4,6,Nelson PiquetPIQ,Brabham Ford,1:30.775
5,26,Jacques LaffiteLAF,Ligier Ford,1:30.820
6,3,Didier PironiPIR,Tyrrell Ford,1:31.941
7,15,Jean-Pierre JabouilleJAB,Renault,1:32.103
8,16,Rene ArnouxARN,Renault,1:32.116
9,11,Jody ScheckterSCH,Ferrari,1:32.280
10,1,Mario AndrettiAND,Lotus Ford,1:32.651
11,2,Carlos ReutemannREU,Lotus Ford,1:32.682
12,9,Hans-Joachim StuckSTU,ATS Ford,1:32.858
13,4,Jean-Pierre JarierJAR,Tyrrell Ford,1:33.065
14,29,Riccardo PatresePAT,Arrows Ford,1:33.090
15,14,Emerson FittipaldiFIT,Fittipaldi Ford,1:33.297
16,25,Jacky IckxICK,Ligier Ford,1:33.355
17,7,John WatsonWAT,McLaren Ford,1:33.362
18,36,Vittorio BrambillaBRA,Alfa Romeo,1:33.378
19,5,Ricardo ZuninoZUN,Brabham Ford,1:33.511
20,8,Patrick TambayTAM,McLaren Ford,1:33.603
21,17,Jan LammersLAM,Shadow Ford,1:34.102
22,31,Hector RebaqueREB,Lotus Ford,1:34.129
23,18,Elio de AngelisDEA,Shadow Ford,1:34.256
24,33,Derek DalyDAL,Tyrrell Ford,1:34.301
