Pos,No,Driver,Car,Time
1,26,Jacques LaffiteLAF,Ligier Ford,2:23.070
2,25,Patrick DepaillerDEP,Ligier Ford,2:23.990
3,2,Carlos ReutemannREU,Lotus Ford,2:24.150
4,1,Mario AndrettiAND,Lotus Ford,2:24.280
5,12,Gilles VilleneuveVIL,Ferrari,2:24.340
6,11,Jody ScheckterSCH,Ferrari,2:24.480
7,15,Jean-Pierre JabouilleJAB,Renault,2:24.850
8,3,Didier PironiPIR,Tyrrell Ford,2:25.160
9,14,Emerson FittipaldiFIT,Fittipaldi Ford,2:26.350
10,20,James HuntHUN,Wolf Ford,2:26.370
11,16,Rene ArnouxARN,Renault,2:26.430
12,5,Niki LaudaLAU,Brabham Ford,2:27.570
13,27,Alan  JonesJON,Williams Ford,2:27.670
14,7,John WatsonWAT,McLaren Ford,2:27.820
15,4,Jean-Pierre JarierJAR,Tyrrell Ford,2:27.890
16,29,Riccardo PatresePAT,Arrows Ford,2:28.080
17,28,Clay RegazzoniREG,Williams Ford,2:28.880
18,8,Patrick TambayTAM,McLaren Ford,2:29.390
19,30,Jochen MassMAS,Arrows Ford,2:29.420
20,18,Elio de AngelisDEA,Shadow Ford,2:30.290
21,17,Jan LammersLAM,Shadow Ford,2:31.600
22,6,Nelson PiquetPIQ,Brabham Ford,2:31.640
23,22,Derek DalyDAL,Ensign Ford,2:31.780
24,9,Hans-Joachim StuckSTU,ATS Ford,2:32.270
