Pos,No,Driver,Car,Time
1,15,Jean-Pierre JabouilleJAB,Renault,1:48.480
2,27,Alan  JonesJON,Williams Ford,1:48.750
3,26,Jacques LaffiteLAF,Ligier Ford,1:49.430
4,6,Nelson PiquetPIQ,Brabham Ford,1:49.500
5,11,Jody ScheckterSCH,Ferrari,1:50.000
6,28,Clay RegazzoniREG,Williams Ford,1:50.120
7,5,Niki LaudaLAU,Brabham Ford,1:50.370
8,3,Didier PironiPIR,Tyrrell Ford,1:50.400
9,12,Gilles VilleneuveVIL,Ferrari,1:50.410
10,16,Rene ArnouxARN,Renault,1:50.480
11,1,Mario AndrettiAND,Lotus Ford,1:50.680
12,7,John WatsonWAT,McLaren Ford,1:50.860
13,2,Carlos ReutemannREU,Lotus Ford,1:50.940
14,25,Jacky IckxICK,Ligier Ford,1:51.070
15,8,Patrick TambayTAM,McLaren Ford,1:51.470
16,4,Geoff LeesLEE,Tyrrell Ford,1:51.500
17,20,Keke RosbergROS,Wolf Ford,1:52.010
18,30,Jochen MassMAS,Arrows Ford,1:52.740
19,29,Riccardo PatresePAT,Arrows Ford,1:52.930
20,17,Jan LammersLAM,Shadow Ford,1:53.590
21,18,Elio de AngelisDEA,Shadow Ford,1:53.730
22,14,Emerson FittipaldiFIT,Fittipaldi Ford,1:54.010
23,9,Hans-Joachim StuckSTU,ATS Ford,1:54.470
24,31,Hector RebaqueREB,Lotus Ford,1:55.860
