Pos,No,Driver,Car,Time
1,26,Jacques LaffiteLAF,Ligier Ford,1:14.500
2,25,Patrick DepaillerDEP,Ligier Ford,1:14.790
3,12,Gilles VilleneuveVIL,Ferrari,1:14.820
4,1,Mario AndrettiAND,Lotus Ford,1:15.070
5,11,Jody ScheckterSCH,Ferrari,1:15.100
6,5,Niki LaudaLAU,Brabham Ford,1:15.450
7,6,Nelson PiquetPIQ,Brabham Ford,1:15.610
8,2,Carlos ReutemannREU,Lotus Ford,1:15.670
9,15,Jean-Pierre JabouilleJAB,Renault,1:15.780
10,3,Didier PironiPIR,Tyrrell Ford,1:16.040
11,16,Rene ArnouxARN,Renault,1:16.060
12,4,Jean-Pierre JarierJAR,Tyrrell Ford,1:16.080
13,27,Alan  JonesJON,Williams Ford,1:16.230
14,28,Clay RegazzoniREG,Williams Ford,1:16.610
15,20,James HuntHUN,Wolf Ford,1:16.880
16,29,Riccardo PatresePAT,Arrows Ford,1:16.920
17,30,Jochen MassMAS,Arrows Ford,1:17.040
18,7,John WatsonWAT,McLaren Ford,1:17.110
19,14,Emerson FittipaldiFIT,Fittipaldi Ford,1:17.350
20,8,Patrick TambayTAM,McLaren Ford,1:17.450
21,9,Hans-Joachim StuckSTU,ATS Ford,1:17.570
22,18,Elio de AngelisDEA,Shadow Ford,1:17.850
23,31,Hector RebaqueREB,Lotus Ford,1:18.420
24,17,Jan LammersLAM,Shadow Ford,1:18.790
