Pos,No,Driver,Car,Time
1,15,Jean-Pierre JabouilleJAB,Renault,1:34.580
2,16,Rene ArnouxARN,Renault,1:34.704
3,11,Jody ScheckterSCH,Ferrari,1:34.830
4,27,Alan  JonesJON,Williams Ford,1:34.914
5,12,Gilles VilleneuveVIL,Ferrari,1:34.989
6,28,Clay RegazzoniREG,Williams Ford,1:35.333
7,26,Jacques LaffiteLAF,Ligier Ford,1:35.443
8,6,Nelson PiquetPIQ,Brabham Ford,1:35.587
9,5,Niki LaudaLAU,Brabham Ford,1:36.219
10,1,Mario AndrettiAND,Lotus Ford,1:36.655
11,25,Jacky IckxICK,Ligier Ford,1:37.114
12,3,Didier PironiPIR,Tyrrell Ford,1:37.181
13,2,Carlos ReutemannREU,Lotus Ford,1:37.202
14,8,Patrick TambayTAM,McLaren Ford,1:37.231
15,9,Hans-Joachim StuckSTU,ATS Ford,1:37.297
16,4,Jean-Pierre JarierJAR,Tyrrell Ford,1:37.581
17,29,Riccardo PatresePAT,Arrows Ford,1:37.674
18,35,Bruno GiacomelliGIA,Alfa Romeo,1:38.053
19,7,John WatsonWAT,McLaren Ford,1:38.093
20,14,Emerson FittipaldiFIT,Fittipaldi Ford,1:38.136
21,30,Jochen MassMAS,Arrows Ford,1:38.163
22,36,Vittorio BrambillaBRA,Alfa Romeo,1:38.601
23,20,Keke RosbergROS,Wolf Ford,1:38.854
24,18,Elio de AngelisDEA,Shadow Ford,1:39.149
