Pos,No,Driver,Car,Time
1,15,Jean-Pierre JabouilleJAB,Renault,1:07.190
2,16,Rene ArnouxARN,Renault,1:07.450
3,12,Gilles VilleneuveVIL,Ferrari,1:07.650
4,6,Nelson PiquetPIQ,Brabham Ford,1:08.130
5,11,Jody ScheckterSCH,Ferrari,1:08.150
6,5,Niki LaudaLAU,Brabham Ford,1:08.200
7,27,Alan  JonesJON,Williams Ford,1:08.230
8,26,Jacques LaffiteLAF,Ligier Ford,1:08.550
9,28,Clay RegazzoniREG,Williams Ford,1:08.650
10,4,Jean-Pierre JarierJAR,Tyrrell Ford,1:08.800
11,3,Didier PironiPIR,Tyrrell Ford,1:08.950
12,1,Mario AndrettiAND,Lotus Ford,1:09.350
13,2,Carlos ReutemannREU,Lotus Ford,1:09.360
14,25,Jacky IckxICK,Ligier Ford,1:09.680
15,7,John WatsonWAT,McLaren Ford,1:09.970
16,20,Keke RosbergROS,Wolf Ford,1:10.150
17,35,Bruno GiacomelliGIA,Alfa Romeo,1:10.590
18,14,Emerson FittipaldiFIT,Fittipaldi Ford,1:10.610
19,29,Riccardo PatresePAT,Arrows Ford,1:10.700
20,8,Patrick TambayTAM,McLaren Ford,1:10.920
21,17,Jan LammersLAM,Shadow Ford,1:11.140
22,30,Jochen MassMAS,Arrows Ford,1:11.140
23,31,Hector RebaqueREB,Lotus Ford,1:11.970
24,18,Elio de AngelisDEA,Shadow Ford,1:12.230
