Pos,No,Driver,Car,Time
1,27,Alan  JonesJON,Williams Ford,1:11.880
2,15,Jean-Pierre JabouilleJAB,Renault,1:12.480
3,6,Nelson PiquetPIQ,Brabham Ford,1:12.650
4,28,Clay RegazzoniREG,Williams Ford,1:13.110
5,16,Rene ArnouxARN,Renault,1:13.290
6,5,Niki LaudaLAU,Brabham Ford,1:13.440
7,7,John WatsonWAT,McLaren Ford,1:13.570
8,2,Carlos ReutemannREU,Lotus Ford,1:13.870
9,1,Mario AndrettiAND,Lotus Ford,1:14.200
10,26,Jacques LaffiteLAF,Ligier Ford,1:14.370
11,11,Jody ScheckterSCH,Ferrari,1:14.600
12,18,Elio de AngelisDEA,Shadow Ford,1:14.870
13,12,Gilles VilleneuveVIL,Ferrari,1:14.900
14,20,Keke RosbergROS,Wolf Ford,1:14.960
15,3,Didier PironiPIR,Tyrrell Ford,1:15.280
16,4,Jean-Pierre JarierJAR,Tyrrell Ford,1:15.630
17,25,Jacky IckxICK,Ligier Ford,1:15.630
18,8,Patrick TambayTAM,McLaren Ford,1:15.670
19,29,Riccardo PatresePAT,Arrows Ford,1:15.770
20,30,Jochen MassMAS,Arrows Ford,1:16.190
21,17,Jan LammersLAM,Shadow Ford,1:16.660
22,14,Emerson FittipaldiFIT,Fittipaldi Ford,1:16.680
23,22,Patrick GaillardGAI,Ensign Ford,1:17.070
24,31,Hector RebaqueREB,Lotus Ford,1:17.320
