Pos,No,Driver,Car,Time
1,4,Jim ClarkCLA,Lotus Ford,1:21.600
2,5,Graham HillHIL,Lotus Ford,1:22.600
3,16,Jackie StewartSTE,Matra Ford,1:22.700
4,3,Jochen RindtRIN,Brabham Climax,1:23.000
5,2,Jack BrabhamBRA,Brabham Climax,1:23.200
6,7,John SurteesSUR,Honda,1:23.500
7,10,Andrea de Adamich DEA,Ferrari,1:23.600
8,8,Chris AmonAMO,Ferrari,1:23.800
9,1,Denny HulmeHUL,McLaren Ford,1:24.000
10,11,Pedro RodriguezROD,BRM,1:24.900
11,9,Jacky IckxICK,Ferrari,1:24.900
12,6,Dan GurneyGUR,McLaren Ford,1:25.600
13,12,Mike SpenceSPE,BRM,1:25.900
14,22,Dave CharltonCHA,Brabham Repco,1:26.200
15,15,Ludovico ScarfiottiSCA,Cooper BRM,1:26.300
16,19,Jo SiffertSIF,Cooper Maserati,1:26.400
17,17,John LoveLOV,Brabham Repco,1:27.000
18,21,Jean-Pierre BeltoiseBEL,Matra Ford,1:27.200
19,20,Jo BonnierBON,Honda,1:27.300
20,25,Basil van Rooyen VAN,Cooper Climax,1:27.800
21,14,Brian   RedmanRED,Cooper BRM,1:28.000
22,18,Sam TingleTIN,Brabham Repco,1:28.600
23,23,Jackie PretoriusPRE,Brabham Climax,1:29.000
