Pos,No,Driver,Car,Time
1,9,Graham HillHIL,Lotus Ford,1:28.200
2,11,Johnny  Servoz-Gavin SER,Matra Ford,1:28.800
3,17,Jo SiffertSIF,Cooper Maserati,1:28.800
4,8,John SurteesSUR,Honda,1:29.100
5,3,Jochen RindtRIN,Brabham Climax,1:29.200
6,15,Richard AttwoodATT,BRM,1:29.600
7,14,Bruce McLarenMCL,McLaren Ford,1:29.600
8,1,Jean-Pierre BeltoiseBEL,Matra Ford,1:29.700
9,4,Pedro RodriguezROD,BRM,1:30.400
10,12,Denny HulmeHUL,McLaren Ford,1:30.400
11,16,Piers   CourageCOU,BRM,1:30.600
12,2,Jack BrabhamBRA,Brabham Climax,1:31.200
13,10,Jackie OliverOLI,Lotus Ford,1:31.700
14,7,Lucien BianchiBIA,Cooper BRM,1:31.900
15,6,Ludovico ScarfiottiSCA,Cooper BRM,1:32.900
16,19,Dan GurneyGUR,McLaren Ford,1:32.900
