Pos,No,Driver,Car,Time
1,19,Chris AmonAMO,Ferrari,1:27.900
2,9,Pedro RodriguezROD,BRM,1:28.100
3,1,Denny HulmeHUL,McLaren Ford,1:28.300
4,2,Bruce McLarenMCL,McLaren Ford,1:28.300
5,6,Jean-Pierre BeltoiseBEL,Matra Ford,1:28.300
6,10,Graham HillHIL,Lotus Ford,1:28.400
7,7,John SurteesSUR,Honda,1:28.800
8,21,Jacky IckxICK,Ferrari,1:29.600
9,4,Jochen RindtRIN,Brabham Climax,1:29.700
10,16,Jo SiffertSIF,Cooper Maserati,1:29.700
11,5,Piers   CourageCOU,BRM,1:29.900
12,15,Ludovico ScarfiottiSCA,Cooper BRM,1:30.800
13,14,Brian   RedmanRED,Cooper BRM,1:31.000
