Pos,No,Driver,Car,Time
1,2,Jochen RindtRIN,Brabham Climax,1:56.100
2,28,Jackie StewartSTE,Matra Ford,1:57.300
3,26,Jacky IckxICK,Ferrari,1:57.700
4,8,Denny HulmeHUL,McLaren Ford,1:57.700
5,24,Chris AmonAMO,Ferrari,1:57.800
6,10,Bruce McLarenMCL,McLaren Ford,1:58.000
7,16,John SurteesSUR,Honda,1:58.200
8,6,Jean-Pierre BeltoiseBEL,Matra Ford,1:58.900
9,12,Graham HillHIL,Lotus Ford,1:59.100
10,20,Pedro RodriguezROD,BRM,1:59.300
11,34,Jo SiffertSIF,Cooper Maserati,2:00.300
12,22,Richard AttwoodATT,BRM,2:00.800
13,4,Jack BrabhamBRA,Brabham Climax,2:00.800
14,36,Piers   CourageCOU,BRM,2:01.100
15,32,Johnny  Servoz-Gavin SER,Cooper BRM,2:01.200
16,18,Jo  Schlesser SCH,Honda,2:04.500
17,30,Vic  Elford ELF,Cooper BRM,2:05.500
