Pos,No,Driver,Car,Time
1,22,Chris AmonAMO,Ferrari,3:28.600
2,7,Jackie StewartSTE,Matra Ford,3:32.300
3,23,Jacky IckxICK,Ferrari,3:34.300
4,20,John SurteesSUR,Honda,3:35.000
5,6,Denny HulmeHUL,McLaren Ford,3:35.400
6,5,Bruce McLarenMCL,McLaren Ford,3:37.100
7,14,Piers   CourageCOU,BRM,3:37.200
8,11,Pedro RodriguezROD,BRM,3:37.800
9,3,Jo SiffertSIF,Cooper Maserati,3:39.000
10,16,Brian   RedmanRED,Cooper BRM,3:41.400
11,12,Richard AttwoodATT,BRM,3:45.200
12,15,Lucien BianchiBIA,Cooper BRM,3:45.900
13,10,Jean-Pierre BeltoiseBEL,Matra Ford,3:52.900
14,1,Graham HillHIL,Lotus Ford,4:06.100
15,2,Jackie OliverOLI,Lotus Ford,4:30.800
16,17,Jo BonnierBON,Honda,4:34.300
17,19,Jochen RindtRIN,Brabham Climax,4:46.700
18,18,Jack BrabhamBRA,Brabham Climax,
