Pos,No,Driver,Car,Time
1,8,Graham HillHIL,Lotus Ford,1:28.900
2,9,Jackie OliverOLI,Lotus Ford,1:29.400
3,5,Chris AmonAMO,Ferrari,1:29.500
4,22,Jo SiffertSIF,Cooper Maserati,1:29.700
5,4,Jochen RindtRIN,Brabham Climax,1:29.900
6,24,Dan GurneyGUR,McLaren Ford,1:30.000
7,14,Jackie StewartSTE,Matra Ford,1:30.000
8,3,Jack BrabhamBRA,Brabham Climax,1:30.200
9,7,John SurteesSUR,Honda,1:30.300
10,2,Bruce McLarenMCL,McLaren Ford,1:30.400
11,1,Denny HulmeHUL,McLaren Ford,1:30.400
12,6,Jacky IckxICK,Ferrari,1:31.000
13,10,Pedro RodriguezROD,BRM,1:31.600
14,18,Jean-Pierre BeltoiseBEL,Matra Ford,1:31.600
15,11,Richard AttwoodATT,BRM,1:31.700
16,20,Piers   CourageCOU,BRM,1:32.300
17,15,Vic  Elford ELF,Cooper BRM,1:33.000
18,16,Robin   WiddowsWID,Cooper BRM,1:34.000
19,19,Silvio  Moser MOS,Brabham Repco,1:35.400
20,23,Jo BonnierBON,Honda,1:36.800
