Pos,No,Driver,Car,Time
1,6,Jochen RindtRIN,Brabham Climax,1:33.800
2,9,Chris AmonAMO,Ferrari,1:33.800
3,12,Jo SiffertSIF,Cooper Maserati,1:34.500
4,11,Dan GurneyGUR,McLaren Ford,1:34.500
5,3,Graham HillHIL,Lotus Ford,1:34.800
6,1,Denny HulmeHUL,McLaren Ford,1:34.900
7,8,John SurteesSUR,Honda,1:34.900
8,2,Bruce McLarenMCL,McLaren Ford,1:35.000
9,4,Jackie OliverOLI,Lotus Ford,1:35.200
10,5,Jack BrabhamBRA,Brabham Climax,1:35.400
11,14,Jackie StewartSTE,Matra Ford,1:35.400
12,16,Pedro RodriguezROD,BRM,1:35.700
13,15,Johnny  Servoz-Gavin SER,Matra Ford,1:36.600
14,24,Piers   CourageCOU,BRM,1:37.300
15,18,Jean-Pierre BeltoiseBEL,Matra Ford,1:38.700
16,21,Vic  Elford ELF,Cooper BRM,1:39.400
17,22,Jo BonnierBON,Honda,1:39.600
18,20,Lucien BianchiBIA,Cooper BRM,1:40.500
19,19,Henri PescaroloPES,Matra Ford,1:41.200
20,27,Bill   BrackBRA,Lotus Ford,1:41.200
