Pos,No,Driver,Car,Time
1,9,Chris AmonAMO,Ferrari,1:23.540
2,6,Jochen RindtRIN,Brabham Climax,1:23.700
3,3,Graham HillHIL,Lotus Ford,1:23.840
4,5,Jack BrabhamBRA,Brabham Climax,1:23.900
5,8,Jackie StewartSTE,Matra Ford,1:24.410
6,10,Jacky IckxICK,Ferrari,1:24.420
7,1,Denny HulmeHUL,McLaren Ford,1:24.450
8,2,Bruce McLarenMCL,McLaren Ford,1:24.580
9,7,John SurteesSUR,Honda,1:25.220
10,4,Jackie OliverOLI,Lotus Ford,1:25.480
11,15,Pedro RodriguezROD,BRM,1:25.510
12,18,Dan GurneyGUR,McLaren Ford,1:25.790
13,21,Jo SiffertSIF,Cooper Maserati,1:25.860
14,20,Piers   CourageCOU,BRM,1:26.070
15,16,Richard AttwoodATT,BRM,1:26.720
16,17,Jean-Pierre BeltoiseBEL,Matra Ford,1:26.760
17,22,Silvio  Moser MOS,Brabham Repco,1:28.290
18,14,Lucien BianchiBIA,Cooper BRM,1:28.310
19,19,Jo BonnierBON,Honda,1:28.430
