Pos,No,Driver,Car,Time
1,16,Jo SiffertSIF,Cooper Maserati,1:45.220
2,6,Chris AmonAMO,Ferrari,1:45.620
3,10,Graham HillHIL,Lotus Ford,1:46.010
4,1,Denny HulmeHUL,McLaren Ford,1:46.040
5,14,Dan GurneyGUR,McLaren Ford,1:46.290
6,5,John SurteesSUR,Honda,1:46.490
7,15,Jackie StewartSTE,Matra Ford,1:46.690
8,3,Jack BrabhamBRA,Brabham Climax,1:46.800
9,2,Bruce McLarenMCL,McLaren Ford,1:47.000
10,4,Jochen RindtRIN,Brabham Climax,1:47.070
11,12,Moises SolanaSOL,Lotus Ford,1:47.670
12,8,Pedro RodriguezROD,BRM,1:47.800
13,21,Jean-Pierre BeltoiseBEL,Matra Ford,1:48.380
14,11,Jackie OliverOLI,Lotus Ford,1:48.440
15,7,Jacky IckxICK,Ferrari,1:49.240
16,23,Johnny  Servoz-Gavin SER,Matra Ford,1:49.270
17,18,Vic  Elford ELF,Cooper BRM,1:49.480
18,17,Jo BonnierBON,Honda,1:49.960
19,22,Piers   CourageCOU,BRM,1:50.280
20,9,Henri PescaroloPES,Matra Ford,1:50.430
21,19,Lucien BianchiBIA,Cooper BRM,1:50.570
