Pos,No,Driver,Car,Time
1,9,Jacky IckxICK,Ferrari,9:04.000
2,8,Chris AmonAMO,Ferrari,9:14.900
3,5,Jochen RindtRIN,Brabham Climax,9:31.900
4,3,Graham HillHIL,Lotus Ford,9:46.000
5,20,Vic  Elford ELF,Cooper BRM,9:53.000
6,6,Jackie StewartSTE,Matra Ford,9:54.200
7,7,John SurteesSUR,Honda,9:57.800
8,22,Piers   CourageCOU,BRM,10:00.100
9,16,Jo SiffertSIF,Cooper Maserati,10:03.400
10,14,Dan GurneyGUR,McLaren Ford,10:13.900
11,1,Denny HulmeHUL,McLaren Ford,10:16.000
12,12,Jean-Pierre BeltoiseBEL,Matra Ford,10:17.300
13,21,Jackie OliverOLI,Lotus Ford,10:18.700
14,10,Pedro RodriguezROD,BRM,10:19.700
15,4,Jack BrabhamBRA,Brabham Climax,10:23.100
16,2,Bruce McLarenMCL,McLaren Ford,10:33.000
17,17,Kurt  Ahrens AHR,Brabham Repco,10:37.300
18,18,Hubert  Hahne HAH,Lola BMW,10:42.900
19,19,Lucien BianchiBIA,Cooper BRM,10:46.600
20,11,Richard AttwoodATT,BRM,10:48.200
