Pos,No,Driver,Car,Time
1,14,John SurteesSUR,Honda,1:26.070
2,2,Bruce McLarenMCL,McLaren Ford,1:26.110
3,9,Chris AmonAMO,Ferrari,1:26.210
4,8,Jacky IckxICK,Ferrari,1:26.410
5,16,Graham HillHIL,Lotus Ford,1:26.570
6,4,Jackie StewartSTE,Matra Ford,1:26.600
7,1,Denny HulmeHUL,McLaren Ford,1:26.610
8,7,Derek BellBEL,Ferrari,1:26.900
9,20,Jo SiffertSIF,Cooper Maserati,1:26.960
10,11,Jochen RindtRIN,Brabham Climax,1:27.300
11,19,Jackie OliverOLI,Lotus Ford,1:27.400
12,21,Dan GurneyGUR,McLaren Ford,1:27.610
13,5,Johnny  Servoz-Gavin SER,Matra Ford,1:27.630
14,15,David   HobbsHOB,Honda,1:27.700
15,26,Pedro RodriguezROD,BRM,1:28.200
16,10,Jack BrabhamBRA,Brabham Climax,1:28.800
17,27,Piers   CourageCOU,BRM,1:29.100
18,6,Jean-Pierre BeltoiseBEL,Matra Ford,1:29.300
19,3,Jo BonnierBON,Honda,1:30.550
20,23,Vic  Elford ELF,Cooper BRM,1:31.300
