Pos,No,Driver,Car,Time,Gap,Laps
1,5,Damon HillHIL,Williams Renault,1:19.546,,24
2,1,Michael SchumacherMSC,Ferrari,1:19.946,+0.400s,24
3,6,Jacques VilleneuveVIL,Williams Renault,1:20.169,+0.623s,27
4,4,Gerhard BergerBER,Benetton Renault,1:20.385,+0.839s,26
5,11,Rubens BarrichelloBAR,Jordan Peugeot,1:20.500,+0.954s,24
6,7,Mika HakkinenHAK,McLaren Mercedes,1:20.732,+1.186s,28
7,8,David CoulthardCOU,McLaren Mercedes,1:20.953,+1.407s,30
8,15,Heinz-Harald FrentzenFRE,Sauber Ford,1:21.234,+1.688s,22
9,9,Olivier PanisPAN,Ligier Mugen Honda,1:21.251,+1.705s,28
10,3,Jean AlesiALE,Benetton Renault,1:21.318,+1.772s,22
11,2,Eddie IrvineIRV,Ferrari,1:21.388,+1.842s,24
12,12,Martin BrundleBRU,Jordan Peugeot,1:21.554,+2.008s,30
13,19,Mika SaloSAL,Tyrrell Yamaha,1:21.578,+2.032s,20
14,17,Jos VerstappenVER,Footwork Hart,1:21.592,+2.046s,24
15,18,Ukyo KatayamaKAT,Tyrrell Yamaha,1:21.665,+2.119s,30
16,14,Johnny HerbertHER,Sauber Ford,1:22.080,+2.534s,27
17,10,Pedro DinizDIN,Ligier Mugen Honda,1:22.326,+2.780s,30
18,20,Pedro LamyLAM,Minardi Ford,1:23.214,+3.668s,30
19,16,Ricardo RossetROS,Footwork Hart,1:23.485,+3.939s,18
20,21,Giancarlo FisichellaFIS,Minardi Ford,1:23.586,+4.040s,21
21,22,Luca BadoerBAD,Forti Ford,1:25.572,+6.026s,28
22,23,Andrea MonterminiMON,Forti Ford,1:26.453,+6.907s,30
