Pos,No,Driver,Car,Time,Gap,Laps
1,5,Damon HillHIL,Williams Renault,1:21.495,,28
2,8,David CoulthardCOU,McLaren Mercedes,1:22.024,+0.529s,29
3,1,Michael SchumacherMSC,Ferrari,1:22.074,+0.579s,19
4,7,Mika HakkinenHAK,McLaren Mercedes,1:22.080,+0.585s,23
5,15,Heinz-Harald FrentzenFRE,Sauber Ford,1:22.327,+0.832s,30
6,3,Jean AlesiALE,Benetton Renault,1:22.330,+0.835s,28
7,4,Gerhard BergerBER,Benetton Renault,1:22.613,+1.118s,29
8,11,Rubens BarrichelloBAR,Jordan Peugeot,1:22.635,+1.140s,25
9,6,Jacques VilleneuveVIL,Williams Renault,1:22.643,+1.148s,29
10,2,Eddie IrvineIRV,Ferrari,1:22.649,+1.154s,23
11,12,Martin BrundleBRU,Jordan Peugeot,1:22.657,+1.162s,30
12,18,Ukyo KatayamaKAT,Tyrrell Yamaha,1:22.660,+1.165s,29
13,9,Olivier PanisPAN,Ligier Mugen Honda,1:22.810,+1.315s,30
14,19,Mika SaloSAL,Tyrrell Yamaha,1:22.818,+1.323s,18
15,14,Johnny HerbertHER,Sauber Ford,1:22.936,+1.441s,26
16,17,Jos VerstappenVER,Footwork Hart,1:23.050,+1.555s,25
17,21,Giancarlo FisichellaFIS,Minardi Ford,1:23.500,+2.005s,18
18,20,Pedro LamyLAM,Minardi Ford,1:24.030,+2.535s,24
19,10,Pedro DinizDIN,Ligier Mugen Honda,1:24.073,+2.578s,29
20,23,Andrea MonterminiMON,Forti Ford,1:25.437,+3.942s,20
21,16,Ricardo RossetROS,Footwork Hart,1:25.595,+4.100s,29
22,22,Luca BadoerBAD,Forti Ford,1:25.738,+4.243s,29
