Pos,No,Driver,Car,Time,Gap,Laps
1,6,Jacques VilleneuveVIL,Williams Renault,1:40.534,,23
2,7,Mika HakkinenHAK,McLaren Mercedes,1:41.136,+0.602s,17
3,11,Rubens BarrichelloBAR,Jordan Peugeot,1:41.842,+1.308s,18
4,2,Eddie IrvineIRV,Ferrari,1:41.916,+1.382s,18
5,5,Damon HillHIL,Williams Renault,1:41.980,+1.446s,22
6,8,David CoulthardCOU,McLaren Mercedes,1:42.009,+1.475s,20
7,1,Michael SchumacherMSC,Ferrari,1:42.368,+1.834s,17
8,9,Olivier PanisPAN,Ligier Mugen Honda,1:42.672,+2.138s,22
9,14,Johnny HerbertHER,Sauber Ford,1:42.714,+2.180s,26
10,19,Mika SaloSAL,Tyrrell Yamaha,1:42.759,+2.225s,24
11,15,Heinz-Harald FrentzenFRE,Sauber Ford,1:42.839,+2.305s,21
12,12,Martin BrundleBRU,Jordan Peugeot,1:42.905,+2.371s,24
13,10,Pedro DinizDIN,Ligier Mugen Honda,1:43.106,+2.572s,25
14,4,Gerhard BergerBER,Benetton Renault,1:43.445,+2.911s,20
15,3,Jean AlesiALE,Benetton Renault,1:43.643,+3.109s,15
16,18,Ukyo KatayamaKAT,Tyrrell Yamaha,1:44.340,+3.806s,23
17,16,Ricardo RossetROS,Footwork Hart,1:45.198,+4.664s,21
18,17,Jos VerstappenVER,Footwork Hart,1:45.653,+5.119s,21
19,21,Giovanni LavaggiLAV,Minardi Ford,1:47.473,+6.939s,26
20,20,Pedro LamyLAM,Minardi Ford,1:48.082,+7.548s,16
