Pos,No,Driver,Car,Time,Gap,Laps
1,5,Damon HillHIL,Williams Renault,1:17.959,,25
2,6,Jacques VilleneuveVIL,Williams Renault,1:18.221,+0.262s,27
3,11,Rubens BarrichelloBAR,Jordan Peugeot,1:18.480,+0.521s,20
4,1,Michael SchumacherMSC,Ferrari,1:18.764,+0.805s,8
5,7,Mika HakkinenHAK,McLaren Mercedes,1:18.908,+0.949s,26
6,12,Martin BrundleBRU,Jordan Peugeot,1:19.085,+1.126s,28
7,2,Eddie IrvineIRV,Ferrari,1:19.366,+1.407s,26
8,15,Heinz-Harald FrentzenFRE,Sauber Ford,1:19.551,+1.592s,26
9,18,Ukyo KatayamaKAT,Tyrrell Yamaha,1:19.577,+1.618s,23
10,8,David CoulthardCOU,McLaren Mercedes,1:19.618,+1.659s,29
11,19,Mika SaloSAL,Tyrrell Yamaha,1:19.752,+1.793s,28
12,3,Jean AlesiALE,Benetton Renault,1:19.943,+1.984s,12
13,9,Olivier PanisPAN,Ligier Mugen Honda,1:19.970,+2.011s,28
14,17,Jos VerstappenVER,Footwork Hart,1:20.073,+2.114s,18
15,14,Johnny HerbertHER,Sauber Ford,1:20.395,+2.436s,29
16,10,Pedro DinizDIN,Ligier Mugen Honda,1:20.846,+2.887s,30
17,4,Gerhard BergerBER,Benetton Renault,1:20.949,+2.990s,2
18,16,Ricardo RossetROS,Footwork Hart,1:21.018,+3.059s,7
19,21,Tarso MarquesMAR,Minardi Ford,1:21.644,+3.685s,24
20,20,Pedro LamyLAM,Minardi Ford,1:21.853,+3.894s,24
21,22,Luca BadoerBAD,Forti Ford,1:22.872,+4.913s,26
22,23,Andrea MonterminiMON,Forti Ford,1:23.283,+5.324s,26
