Pos,No,Driver,Car,Time,Gap,Laps
1,7,Mika HakkinenHAK,McLaren Mercedes,1:44.134,,17
2,1,Michael SchumacherMSC,Ferrari,1:44.201,+0.067s,20
3,5,Damon HillHIL,Williams Renault,1:44.513,+0.379s,26
4,3,Jean AlesiALE,Benetton Renault,1:44.538,+0.404s,16
5,2,Eddie IrvineIRV,Ferrari,1:44.916,+0.782s,24
6,4,Gerhard BergerBER,Benetton Renault,1:44.917,+0.783s,28
7,11,Rubens BarrichelloBAR,Jordan Peugeot,1:45.283,+1.149s,19
8,12,Martin BrundleBRU,Jordan Peugeot,1:45.617,+1.483s,24
9,6,Jacques VilleneuveVIL,Williams Renault,1:45.959,+1.825s,9
10,9,Olivier PanisPAN,Ligier Mugen Honda,1:46.522,+2.388s,20
11,8,David CoulthardCOU,McLaren Mercedes,1:46.533,+2.399s,24
12,15,Heinz-Harald FrentzenFRE,Sauber Ford,1:47.396,+3.262s,25
13,19,Mika SaloSAL,Tyrrell Yamaha,1:47.509,+3.375s,16
14,10,Pedro DinizDIN,Ligier Mugen Honda,1:47.770,+3.636s,25
15,14,Johnny HerbertHER,Sauber Ford,1:47.948,+3.814s,20
16,18,Ukyo KatayamaKAT,Tyrrell Yamaha,1:47.959,+3.825s,20
17,20,Pedro LamyLAM,Minardi Ford,1:49.298,+5.164s,23
18,16,Ricardo RossetROS,Footwork Hart,1:49.933,+5.799s,20
19,17,Jos VerstappenVER,Footwork Hart,1:50.901,+6.767s,5
20,21,Giovanni LavaggiLAV,Minardi Ford,1:52.768,+8.634s,16
