Pos,No,Driver,Car,Time,Gap,Laps
1,6,Jacques VilleneuveVIL,Williams Renault,1:31.206,,24
2,5,Damon HillHIL,Williams Renault,1:31.319,+0.113s,29
3,11,Rubens BarrichelloBAR,Jordan Peugeot,1:32.459,+1.253s,20
4,1,Michael SchumacherMSC,Ferrari,1:32.506,+1.300s,24
5,2,Eddie IrvineIRV,Ferrari,1:32.981,+1.775s,18
6,4,Gerhard BergerBER,Benetton Renault,1:33.037,+1.831s,21
7,17,Jos VerstappenVER,Footwork Hart,1:33.342,+2.136s,19
8,9,Olivier PanisPAN,Ligier Mugen Honda,1:33.648,+2.442s,27
9,8,David CoulthardCOU,McLaren Mercedes,1:33.777,+2.571s,28
10,19,Mika SaloSAL,Tyrrell Yamaha,1:33.840,+2.634s,25
11,12,Martin BrundleBRU,Jordan Peugeot,1:34.005,+2.799s,13
12,15,Heinz-Harald FrentzenFRE,Sauber Ford,1:34.120,+2.914s,21
13,7,Mika HakkinenHAK,McLaren Mercedes,1:34.266,+3.060s,24
14,14,Johnny HerbertHER,Sauber Ford,1:34.383,+3.177s,23
15,10,Pedro DinizDIN,Ligier Mugen Honda,1:34.926,+3.720s,29
16,16,Ricardo RossetROS,Footwork Hart,1:35.157,+3.951s,23
17,3,Jean AlesiALE,Benetton Renault,1:35.666,+4.460s,12
18,21,Giancarlo FisichellaFIS,Minardi Ford,1:35.740,+4.534s,22
19,20,Pedro LamyLAM,Minardi Ford,1:35.844,+4.638s,15
20,18,Ukyo KatayamaKAT,Tyrrell Yamaha,1:37.193,+5.987s,13
21,22,Luca BadoerBAD,Forti Ford,1:38.869,+7.663s,18
22,23,Andrea MonterminiMON,Forti Ford,1:41.333,+10.127s,17
