Pos,No,Driver,Car,Time
1,4,Ralf SchumacherRSC,Williams BMW,1:12.275
2,9,Jenson ButtonBUT,BAR Honda,1:12.341
3,7,Jarno TrulliTRU,Renault,1:13.023
4,3,Juan Pablo MontoyaMOY,Williams BMW,1:13.072
5,8,Fernando AlonsoALO,Renault,1:13.308
6,1,Michael SchumacherMSC,Ferrari,1:13.355
7,2,Rubens BarrichelloBAR,Ferrari,1:13.562
8,6,Kimi RäikkönenRAI,McLaren Mercedes,1:13.595
9,5,David CoulthardCOU,McLaren Mercedes,1:13.681
10,15,Christian KlienKLI,Jaguar Cosworth,1:14.532
11,11,Giancarlo FisichellaFIS,Sauber Petronas,1:14.674
12,16,Cristiano da MattaDAM,Toyota,1:14.851
13,17,Olivier PanisPAN,Toyota,1:14.891
14,14,Mark WebberWEB,Jaguar Cosworth,1:15.148
15,18,Nick HeidfeldHEI,Jordan Ford,1:15.321
16,19,Timo GlockGLO,Jordan Ford,1:16.323
17,12,Felipe MassaMAS,Sauber Petronas,
18,21,Zsolt BaumgartnerBAU,Minardi Cosworth,1:17.064
19,20,Gianmaria BruniBRU,Minardi Cosworth,
