Pos,No,Driver,Car,Time
1,7,Jarno TrulliTRU,Renault,1:56.232
2,1,Michael SchumacherMSC,Ferrari,1:56.304
3,8,Fernando AlonsoALO,Renault,1:56.686
4,5,David CoulthardCOU,McLaren Mercedes,1:57.990
5,11,Giancarlo FisichellaFIS,Sauber Petronas,1:58.040
6,2,Rubens BarrichelloBAR,Ferrari,1:58.175
7,14,Mark WebberWEB,Jaguar Cosworth,1:58.729
8,12,Felipe MassaMAS,Sauber Petronas,1:59.008
9,17,Olivier PanisPAN,Toyota,1:59.552
10,6,Kimi RäikkönenRAI,McLaren Mercedes,1:59.635
11,3,Juan Pablo MontoyaMOY,Williams BMW,1:59.681
12,9,Jenson ButtonBUT,BAR Honda,2:00.237
13,15,Christian KlienKLI,Jaguar Cosworth,2:01.246
14,4,Antonio PizzoniaPIZ,Williams BMW,2:01.447
15,10,Takuma SatoSAT,BAR Honda,2:01.813
16,18,Nick HeidfeldHEI,Jordan Ford,2:02.645
17,20,Gianmaria BruniBRU,Minardi Cosworth,2:02.651
18,21,Zsolt BaumgartnerBAU,Minardi Cosworth,2:03.303
19,19,Giorgio PantanoPAN,Jordan Ford,2:03.833
20,16,Ricardo ZontaZON,Toyota,2:03.895
