Pos,No,Driver,Car,Time
1,7,Jarno TrulliTRU,Renault,1:13.985
2,9,Jenson ButtonBUT,BAR Honda,1:14.396
3,8,Fernando AlonsoALO,Renault,1:14.408
4,1,Michael SchumacherMSC,Ferrari,1:14.516
5,6,Kimi RäikkönenRAI,McLaren Mercedes,1:14.592
6,2,Rubens BarrichelloBAR,Ferrari,1:14.716
7,10,Takuma SatoSAT,BAR Honda,1:14.827
8,5,David CoulthardCOU,McLaren Mercedes,1:14.951
9,3,Juan Pablo MontoyaMOY,Williams BMW,1:15.039
10,11,Giancarlo FisichellaFIS,Sauber Petronas,1:15.352
11,14,Mark WebberWEB,Jaguar Cosworth,1:15.725
12,4,Ralf SchumacherRSC,Williams BMW,1:14.345
13,17,Olivier PanisPAN,Toyota,1:15.859
14,15,Christian KlienKLI,Jaguar Cosworth,1:15.919
15,16,Cristiano da MattaDAM,Toyota,1:16.169
16,12,Felipe MassaMAS,Sauber Petronas,1:16.248
17,18,Nick HeidfeldHEI,Jordan Ford,1:16.488
18,19,Giorgio PantanoPAN,Jordan Ford,1:17.443
19,21,Zsolt BaumgartnerBAU,Minardi Cosworth,1:20.060
20,20,Gianmaria BruniBRU,Minardi Cosworth,1:20.115
