Pos,No,Driver,Car,Time
1,2,Rubens BarrichelloBAR,Ferrari,1:10.223
2,1,Michael SchumacherMSC,Ferrari,1:10.400
3,10,Takuma SatoSAT,BAR Honda,1:10.601
4,9,Jenson ButtonBUT,BAR Honda,1:10.820
5,3,Juan Pablo MontoyaMOY,Williams BMW,1:11.062
6,4,Ralf SchumacherRSC,Williams BMW,1:11.106
7,6,Kimi RäikkönenRAI,McLaren Mercedes,1:11.137
8,17,Olivier PanisPAN,Toyota,1:11.167
9,8,Fernando AlonsoALO,Renault,1:11.185
10,14,Mark WebberWEB,Jaguar Cosworth,1:11.286
11,16,Cristiano da MattaDAM,Toyota,1:11.691
12,5,David CoulthardCOU,McLaren Mercedes,1:12.026
13,15,Christian KlienKLI,Jaguar Cosworth,1:12.170
14,11,Giancarlo FisichellaFIS,Sauber Petronas,1:12.470
15,12,Felipe MassaMAS,Sauber Petronas,1:12.721
16,18,Nick HeidfeldHEI,Jordan Ford,1:13.147
17,19,Giorgio PantanoPAN,Jordan Ford,1:13.375
18,20,Gianmaria BruniBRU,Minardi Cosworth,1:14.010
19,21,Zsolt BaumgartnerBAU,Minardi Cosworth,1:14.812
20,7,Jarno TrulliTRU,Renault,
