Pos,No,Driver,Car,Time
1,1,Michael SchumacherMSC,Ferrari,1:15.022
2,3,Juan Pablo MontoyaMOY,Williams BMW,1:15.639
3,10,Takuma SatoSAT,BAR Honda,1:15.809
4,7,Jarno TrulliTRU,Renault,1:16.144
5,2,Rubens BarrichelloBAR,Ferrari,1:16.272
6,4,Ralf SchumacherRSC,Williams BMW,1:16.293
7,17,Olivier PanisPAN,Toyota,1:16.313
8,8,Fernando AlonsoALO,Renault,1:16.422
9,14,Mark WebberWEB,Jaguar Cosworth,1:16.514
10,5,David CoulthardCOU,McLaren Mercedes,1:16.636
11,16,Cristiano da MattaDAM,Toyota,1:17.038
12,11,Giancarlo FisichellaFIS,Sauber Petronas,1:17.444
13,6,Kimi RäikkönenRAI,McLaren Mercedes,1:17.445
14,9,Jenson ButtonBUT,BAR Honda,1:17.575
15,18,Nick HeidfeldHEI,Jordan Ford,1:17.802
16,15,Christian KlienKLI,Jaguar Cosworth,1:17.812
17,12,Felipe MassaMAS,Sauber Petronas,1:17.866
18,20,Gianmaria BruniBRU,Minardi Cosworth,1:19.817
19,19,Giorgio PantanoPAN,Jordan Ford,1:20.607
20,21,Zsolt BaumgartnerBAU,Minardi Cosworth,1:21.470
