Pos,No,Driver,Car,Time
1,1,Michael SchumacherMSC,Ferrari,1:13.306
2,3,Juan Pablo MontoyaMOY,Williams BMW,1:13.668
3,6,Kimi RäikkönenRAI,McLaren Mercedes,1:13.690
4,5,David CoulthardCOU,McLaren Mercedes,1:13.821
5,8,Fernando AlonsoALO,Renault,1:13.874
6,7,Jarno TrulliTRU,Renault,1:14.134
7,2,Rubens BarrichelloBAR,Ferrari,1:14.278
8,10,Takuma SatoSAT,BAR Honda,1:14.287
9,17,Olivier PanisPAN,Toyota,1:14.368
10,4,Antonio PizzoniaPIZ,Williams BMW,1:14.556
11,14,Mark WebberWEB,Jaguar Cosworth,1:14.802
12,15,Christian KlienKLI,Jaguar Cosworth,1:15.011
13,9,Jenson ButtonBUT,BAR Honda,1:13.674
14,11,Giancarlo FisichellaFIS,Sauber Petronas,1:15.395
15,16,Cristiano da MattaDAM,Toyota,1:15.454
16,12,Felipe MassaMAS,Sauber Petronas,1:15.616
17,19,Giorgio PantanoPAN,Jordan Ford,1:16.192
18,18,Nick HeidfeldHEI,Jordan Ford,1:16.310
19,20,Gianmaria BruniBRU,Minardi Cosworth,1:18.055
20,21,Zsolt BaumgartnerBAU,Minardi Cosworth,1:18.400
