Pos,No,Driver,Car,Time
1,6,Kimi RäikkönenRAI,McLaren Mercedes,1:18.233
2,2,Rubens BarrichelloBAR,Ferrari,1:18.305
3,9,Jenson ButtonBUT,BAR Honda,1:18.580
4,1,Michael SchumacherMSC,Ferrari,1:18.710
5,7,Jarno TrulliTRU,Renault,1:18.715
6,5,David CoulthardCOU,McLaren Mercedes,1:19.148
7,3,Juan Pablo MontoyaMOY,Williams BMW,1:19.378
8,10,Takuma SatoSAT,BAR Honda,1:19.688
9,14,Mark WebberWEB,Jaguar Cosworth,1:20.004
10,12,Felipe MassaMAS,Sauber Petronas,1:20.202
11,4,Marc GeneGEN,Williams BMW,1:20.335
12,16,Cristiano da MattaDAM,Toyota,1:20.545
13,15,Christian KlienKLI,Jaguar Cosworth,1:21.559
14,19,Giorgio PantanoPAN,Jordan Ford,1:22.458
15,18,Nick HeidfeldHEI,Jordan Ford,1:22.677
16,8,Fernando AlonsoALO,Renault,1:18.811
17,17,Olivier PanisPAN,Toyota,
18,20,Gianmaria BruniBRU,Minardi Cosworth,1:23.437
19,21,Zsolt BaumgartnerBAU,Minardi Cosworth,1:24.117
20,11,Giancarlo FisichellaFIS,Sauber Petronas,
