Pos,No,Driver,Car,Time
1,2,Rubens BarrichelloBAR,Ferrari,1:10.646
2,3,Juan Pablo MontoyaMOY,Williams BMW,1:10.850
3,6,Kimi RäikkönenRAI,McLaren Mercedes,1:10.892
4,12,Felipe MassaMAS,Sauber Petronas,1:10.922
5,9,Jenson ButtonBUT,BAR Honda,1:11.092
6,10,Takuma SatoSAT,BAR Honda,1:11.120
7,4,Ralf SchumacherRSC,Williams BMW,1:11.131
8,8,Fernando AlonsoALO,Renault,1:11.454
9,16,Jarno TrulliTRU,Toyota,1:11.483
10,11,Giancarlo FisichellaFIS,Sauber Petronas,1:11.571
11,14,Mark WebberWEB,Jaguar Cosworth,1:11.665
12,5,David CoulthardCOU,McLaren Mercedes,1:11.750
13,7,Jacques VilleneuveVIL,Renault,1:11.836
14,17,Ricardo ZontaZON,Toyota,1:11.974
15,15,Christian KlienKLI,Jaguar Cosworth,1:12.211
16,18,Nick HeidfeldHEI,Jordan Ford,1:12.829
17,19,Timo GlockGLO,Jordan Ford,1:13.502
18,1,Michael SchumacherMSC,Ferrari,1:11.386
19,20,Gianmaria BruniBRU,Minardi Cosworth,
20,21,Zsolt BaumgartnerBAU,Minardi Cosworth,1:13.550
