Pos,No,Driver,Car,Time
1,2,Rubens BarrichelloBAR,Ferrari,1:34.012
2,6,Kimi RäikkönenRAI,McLaren Mercedes,1:34.178
3,9,Jenson ButtonBUT,BAR Honda,1:34.295
4,12,Felipe MassaMAS,Sauber Petronas,1:34.759
5,4,Ralf SchumacherRSC,Williams BMW,1:34.891
6,8,Fernando AlonsoALO,Renault,1:34.917
7,11,Giancarlo FisichellaFIS,Sauber Petronas,1:34.951
8,17,Olivier PanisPAN,Toyota,1:34.975
9,5,David CoulthardCOU,McLaren Mercedes,1:35.029
10,3,Juan Pablo MontoyaMOY,Williams BMW,1:35.245
11,14,Mark WebberWEB,Jaguar Cosworth,1:35.286
12,7,Jacques VilleneuveVIL,Renault,1:35.384
13,16,Ricardo ZontaZON,Toyota,1:35.410
14,18,Nick HeidfeldHEI,Jordan Ford,1:36.507
15,15,Christian KlienKLI,Jaguar Cosworth,1:36.535
16,19,Timo GlockGLO,Jordan Ford,1:37.140
17,20,Gianmaria BruniBRU,Minardi Cosworth,
18,10,Takuma SatoSAT,BAR Honda,1:34.993
19,21,Zsolt BaumgartnerBAU,Minardi Cosworth,1:40.240
20,1,Michael SchumacherMSC,Ferrari,
