Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:25.814,,27
2,6,Nico RosbergROS,Mercedes,1:25.997,+0.183s,31
3,7,Kimi RäikkönenRAI,Ferrari,1:26.421,+0.607s,29
4,14,Fernando AlonsoALO,Ferrari,1:26.872,+1.058s,23
5,1,Sebastian VettelVET,Red Bull Racing Renault,1:27.220,+1.406s,28
6,20,Kevin MagnussenMAG,McLaren Mercedes,1:27.357,+1.543s,28
7,25,Jean-Eric VergneVER,STR Renault,1:27.683,+1.869s,30
8,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:27.782,+1.968s,16
9,22,Jenson ButtonBUT,McLaren Mercedes,1:27.804,+1.990s,27
10,19,Felipe MassaMAS,Williams Mercedes,1:27.960,+2.146s,24
11,21,Esteban Gutierrez GUT,Sauber Ferrari,1:27.967,+2.153s,25
12,27,Nico HulkenbergHUL,Force India Mercedes,1:28.101,+2.287s,28
13,26,Daniil KvyatKVY,STR Renault,1:28.208,+2.394s,32
14,13,Pastor MaldonadoMAL,Lotus Renault,1:28.266,+2.452s,28
15,77,Valtteri BottasBOT,Williams Mercedes,1:28.330,+2.516s,21
16,11,Sergio PerezPER,Force India Mercedes,1:28.376,+2.562s,24
17,8,Romain GrosjeanGRO,Lotus Renault,1:28.593,+2.779s,24
18,99,Adrian SutilSUT,Sauber Ferrari,1:29.025,+3.211s,23
19,10,Kamui KobayashiKOB,Caterham Renault,1:30.363,+4.549s,30
20,9,Marcus EricssonERI,Caterham Renault,1:30.892,+5.078s,24
21,4,Max ChiltonCHI,Marussia Ferrari,1:31.004,+5.190s,5
22,17,Jules BianchiBIA,Marussia Ferrari,1:31.248,+5.434s,20
