Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:27.023,,17
2,22,Jenson ButtonBUT,McLaren Mercedes,1:27.891,+0.868s,26
3,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:27.973,+0.950s,21
4,14,Fernando AlonsoALO,Ferrari,1:28.128,+1.105s,23
5,6,Nico RosbergROS,Mercedes,1:28.168,+1.145s,9
6,7,Kimi RäikkönenRAI,Ferrari,1:28.337,+1.314s,19
7,20,Kevin MagnussenMAG,McLaren Mercedes,1:28.423,+1.400s,27
8,13,Pastor MaldonadoMAL,Lotus Renault,1:28.744,+1.721s,34
9,11,Sergio PerezPER,Force India Mercedes,1:28.779,+1.756s,18
10,19,Felipe MassaMAS,Williams Mercedes,1:28.791,+1.768s,13
11,26,Daniil KvyatKVY,STR Renault,1:28.792,+1.769s,24
12,27,Nico HulkenbergHUL,Force India Mercedes,1:28.828,+1.805s,17
13,25,Jean-Eric VergneVER,STR Renault,1:28.859,+1.836s,24
14,40,Felipe NasrNAS,Williams Mercedes,1:29.272,+2.249s,15
15,99,Adrian SutilSUT,Sauber Ferrari,1:29.688,+2.665s,16
16,17,Jules BianchiBIA,Marussia Ferrari,1:29.820,+2.797s,22
17,8,Romain GrosjeanGRO,Lotus Renault,1:29.944,+2.921s,21
18,36,Giedo van der GardeVDG,Sauber Ferrari,1:30.440,+3.417s,22
19,4,Max ChiltonCHI,Marussia Ferrari,1:30.748,+3.725s,19
20,1,Sebastian VettelVET,Red Bull Racing Renault,1:30.942,+3.919s,4
21,10,Kamui KobayashiKOB,Caterham Renault,1:30.997,+3.974s,22
22,9,Marcus EricssonERI,Caterham Renault,1:31.421,+4.398s,22
