Pos,No,Driver,Car,Time,Gap,Laps
1,14,Fernando AlonsoALO,Ferrari,1:39.783,,20
2,6,Nico RosbergROS,Mercedes,1:40.181,+0.398s,16
3,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:40.772,+0.989s,23
4,22,Jenson ButtonBUT,McLaren Mercedes,1:40.970,+1.187s,23
5,27,Nico HulkenbergHUL,Force India Mercedes,1:41.175,+1.392s,16
6,20,Kevin MagnussenMAG,McLaren Mercedes,1:41.366,+1.583s,20
7,25,Jean-Eric VergneVER,STR Renault,1:41.505,+1.722s,26
8,44,Lewis HamiltonHAM,Mercedes,1:41.560,+1.777s,9
9,1,Sebastian VettelVET,Red Bull Racing Renault,1:41.629,+1.846s,19
10,19,Felipe MassaMAS,Williams Mercedes,1:41.699,+1.916s,14
11,26,Daniil KvyatKVY,STR Renault,1:41.977,+2.194s,23
12,8,Romain GrosjeanGRO,Lotus Renault,1:42.090,+2.307s,24
13,40,Felipe NasrNAS,Williams Mercedes,1:42.265,+2.482s,13
14,36,Giedo van der GardeVDG,Sauber Ferrari,1:42.615,+2.832s,16
15,11,Sergio PerezPER,Force India Mercedes,1:42.733,+2.950s,13
16,13,Pastor MaldonadoMAL,Lotus Renault,1:43.731,+3.948s,22
17,10,Kamui KobayashiKOB,Caterham Renault,1:44.038,+4.255s,16
18,21,Esteban Gutierrez GUT,Sauber Ferrari,1:44.162,+4.379s,17
19,17,Jules BianchiBIA,Marussia Ferrari,1:44.270,+4.487s,7
20,4,Max ChiltonCHI,Marussia Ferrari,1:44.782,+4.999s,20
21,9,Marcus EricssonERI,Caterham Renault,1:44.835,+5.052s,22
22,7,Kimi RäikkönenRAI,Ferrari,,,1
