Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:26.187,,25
2,22,Jenson ButtonBUT,McLaren Mercedes,1:26.810,+0.623s,27
3,6,Nico RosbergROS,Mercedes,1:26.995,+0.808s,26
4,14,Fernando AlonsoALO,Ferrari,1:27.169,+0.982s,23
5,20,Kevin MagnussenMAG,McLaren Mercedes,1:27.228,+1.041s,30
6,1,Sebastian VettelVET,Red Bull Racing Renault,1:27.271,+1.084s,27
7,7,Kimi RäikkönenRAI,Ferrari,1:27.493,+1.306s,27
8,11,Sergio PerezPER,Force India Mercedes,1:27.687,+1.500s,13
9,26,Daniil KvyatKVY,STR Renault,1:27.741,+1.554s,33
10,27,Nico HulkenbergHUL,Force India Mercedes,1:28.112,+1.925s,23
11,21,Esteban Gutierrez GUT,Sauber Ferrari,1:28.114,+1.927s,21
12,77,Valtteri BottasBOT,Williams Mercedes,1:28.148,+1.961s,20
13,19,Felipe MassaMAS,Williams Mercedes,1:28.150,+1.963s,21
14,25,Jean-Eric VergneVER,STR Renault,1:28.300,+2.113s,30
15,36,Giedo van der GardeVDG,Sauber Ferrari,1:28.429,+2.242s,19
16,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:28.487,+2.300s,12
17,34,Daniel JuncadellaJUN,Force India Mercedes,1:29.192,+3.005s,10
18,13,Pastor MaldonadoMAL,Lotus Renault,1:29.512,+3.325s,24
19,4,Max ChiltonCHI,Marussia Ferrari,1:30.017,+3.830s,25
20,17,Jules BianchiBIA,Marussia Ferrari,1:30.081,+3.894s,27
21,30,Charles PicPIC,Lotus Renault,1:30.125,+3.938s,23
22,45,Roberto MerhiMER,Caterham Renault,1:30.704,+4.517s,29
23,9,Marcus EricssonERI,Caterham Renault,1:30.948,+4.761s,16
